,Prediction,Gold,ASR_BLEU
157,if you want to rest,if i want i will be able fly,BLEU = 6.97 40.0/12.5/8.3/6.2 (BP = 0.549 ratio = 0.625 hyp_len = 5 ref_len = 8)
158,her hands pale almost tragic she was almost tragical,twisting her hands pale almost tragic she came forward crying out,BLEU = 47.03 66.7/62.5/57.1/50.0 (BP = 0.801 ratio = 0.818 hyp_len = 9 ref_len = 11)
159,and the noble marquises no marquises it is wan to human,will the noble marquis even ignore who juan de guzman is,BLEU = 8.30 27.3/10.0/5.6/3.1 (BP = 1.000 ratio = 1.000 hyp_len = 11 ref_len = 11)
160,everything will be ruined to the fore,everything will happen if you dont follow the vow,BLEU = 10.92 42.9/16.7/10.0/6.2 (BP = 0.751 ratio = 0.778 hyp_len = 7 ref_len = 9)
161,oh well you will later wilhelmine will have a cup a later,oh o k you and i could cook later,BLEU = 4.46 25.0/4.5/2.5/1.4 (BP = 1.000 ratio = 1.333 hyp_len = 12 ref_len = 9)
162,the function goes on,the entertainments about to start,BLEU = 12.44 25.0/16.7/12.5/12.5 (BP = 0.779 ratio = 0.800 hyp_len = 4 ref_len = 5)
163,he hurrahd its dyes and his loves with white love with her love of alcohol,he cried his moorish jealousy and his affairs with the white moon of alpujarra,BLEU = 6.92 40.0/7.1/3.8/2.1 (BP = 1.000 ratio = 1.071 hyp_len = 15 ref_len = 14)
164,we have to have it we will have to have it,we got him ricardo we got him,BLEU = 4.46 18.2/5.0/2.8/1.6 (BP = 1.000 ratio = 1.571 hyp_len = 11 ref_len = 7)
165,he is going to pale and silent and breaking from,beating me up and breaking three of my fingers is being friendly,BLEU = 7.60 30.0/11.1/6.2/3.6 (BP = 0.819 ratio = 0.833 hyp_len = 10 ref_len = 12)
166,this is completely alone,im all alone,BLEU = 15.97 25.0/16.7/12.5/12.5 (BP = 1.000 ratio = 1.333 hyp_len = 4 ref_len = 3)
167,it can be seen of all friends,we can be friends and make it all work,BLEU = 12.41 71.4/16.7/10.0/6.2 (BP = 0.751 ratio = 0.778 hyp_len = 7 ref_len = 9)
168,do you want to be everything,fuck everything,BLEU = 8.12 16.7/10.0/6.2/4.2 (BP = 1.000 ratio = 3.000 hyp_len = 6 ref_len = 2)
169,governors in the reconsideration,in coward reconciliations,BLEU = 15.97 25.0/16.7/12.5/12.5 (BP = 1.000 ratio = 1.333 hyp_len = 4 ref_len = 3)
170,for loving and by gallantry i did not commit it in common,for love and gallantry i must commit a similar one,BLEU = 8.52 41.7/9.1/5.0/2.8 (BP = 1.000 ratio = 1.200 hyp_len = 12 ref_len = 10)
171,these deep sentences should not remain unused,those deep sentences shouldnt remain doubtful,BLEU = 14.54 42.9/16.7/10.0/6.2 (BP = 1.000 ratio = 1.167 hyp_len = 7 ref_len = 6)
172,however he continued working,however i kept on winning,BLEU = 12.44 25.0/16.7/12.5/12.5 (BP = 0.779 ratio = 0.800 hyp_len = 4 ref_len = 5)
173,in the toreros cabin,in horror movies,BLEU = 15.97 25.0/16.7/12.5/12.5 (BP = 1.000 ratio = 1.333 hyp_len = 4 ref_len = 3)
174,nothing,well anyway,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.368 ratio = 0.500 hyp_len = 1 ref_len = 2)
175,there is no council house,theres no advice for the past,BLEU = 8.75 20.0/12.5/8.3/6.2 (BP = 0.819 ratio = 0.833 hyp_len = 5 ref_len = 6)
176,the niche seems that all know,a foolish man thinks he knows everything,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.846 ratio = 0.857 hyp_len = 6 ref_len = 7)
177,each time each peeked out,each time less people are buying lottery,BLEU = 14.32 40.0/25.0/16.7/12.5 (BP = 0.670 ratio = 0.714 hyp_len = 5 ref_len = 7)
178,since the morning half play will low temperatures,the temperature will get down from tomorrow in the afternoon,BLEU = 5.11 25.0/7.1/4.2/2.5 (BP = 0.779 ratio = 0.800 hyp_len = 8 ref_len = 10)
179,love by interests he joins so far,love by interest lost in a second,BLEU = 13.13 28.6/16.7/10.0/6.2 (BP = 1.000 ratio = 1.000 hyp_len = 7 ref_len = 7)
180,we have to do it,then we have to do something,BLEU = 54.75 80.0/75.0/66.7/50.0 (BP = 0.819 ratio = 0.833 hyp_len = 5 ref_len = 6)
181,seems without night,lets see if tonight snows,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.513 ratio = 0.600 hyp_len = 3 ref_len = 5)
182,with the barren bards no any shows her free,full stomach happy heart,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 2.250 hyp_len = 9 ref_len = 4)
183,the restaurant service was quite well,the restaurant service was really good,BLEU = 50.81 66.7/60.0/50.0/33.3 (BP = 1.000 ratio = 1.000 hyp_len = 6 ref_len = 6)
184,villa and the life his life,drink and dance that life is short,BLEU = 8.17 33.3/10.0/6.2/4.2 (BP = 0.846 ratio = 0.857 hyp_len = 6 ref_len = 7)
185,the autobus will be a lot,the bus takes a long time,BLEU = 9.65 33.3/10.0/6.2/4.2 (BP = 1.000 ratio = 1.000 hyp_len = 6 ref_len = 6)
186,i think the two happens they have sworn it,i think both of you have too much stickers,BLEU = 10.55 33.3/12.5/7.1/4.2 (BP = 1.000 ratio = 1.000 hyp_len = 9 ref_len = 9)
187,save the day,to save the day,BLEU = 71.65 100.0/100.0/100.0/0.0 (BP = 0.717 ratio = 0.750 hyp_len = 3 ref_len = 4)
188,good to you o friends ill be in a better place,goodbye my friends i go to a better place,BLEU = 15.85 45.5/20.0/11.1/6.2 (BP = 1.000 ratio = 1.222 hyp_len = 11 ref_len = 9)
189,friends we friends and me,friends when we lend enemies when we pay our debts,BLEU = 4.67 40.0/12.5/8.3/6.2 (BP = 0.368 ratio = 0.500 hyp_len = 5 ref_len = 10)
190,the district of the district,a wise mal will keep a secret though it has been made public,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.202 ratio = 0.385 hyp_len = 5 ref_len = 13)
191,danny has carried out the boy,dani did you take the canopies to the girl from the hammocks,BLEU = 2.99 16.7/10.0/6.2/4.2 (BP = 0.368 ratio = 0.500 hyp_len = 6 ref_len = 12)
192,this anomaly refused with all city,the tsunami swept through the entire city,BLEU = 6.87 16.7/10.0/6.2/4.2 (BP = 0.846 ratio = 0.857 hyp_len = 6 ref_len = 7)
193,some one go together,the grass always looks greener on the other side,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.287 ratio = 0.444 hyp_len = 4 ref_len = 9)
194,the chamber was given up,the camera received a punch,BLEU = 10.68 20.0/12.5/8.3/6.2 (BP = 1.000 ratio = 1.000 hyp_len = 5 ref_len = 5)
195,the more than one who the more likely,the more you have the more you want,BLEU = 15.62 50.0/28.6/8.3/5.0 (BP = 1.000 ratio = 1.000 hyp_len = 8 ref_len = 8)
196,the fire began in the fourth of the after,the fire started at four p m,BLEU = 9.54 22.2/12.5/7.1/4.2 (BP = 1.000 ratio = 1.286 hyp_len = 9 ref_len = 7)
197,to leave the subject and serve,you cannot have the cake and eat it too,BLEU = 5.85 33.3/10.0/6.2/4.2 (BP = 0.607 ratio = 0.667 hyp_len = 6 ref_len = 9)
198,to fight being bored not always not always,a shortcut doesnt always save work,BLEU = 5.52 12.5/7.1/4.2/2.5 (BP = 1.000 ratio = 1.333 hyp_len = 8 ref_len = 6)
199,even though the moment came things of silver you showed up,it doesnt matter if it disguise itself its still the same,BLEU = 3.75 9.1/5.0/2.8/1.6 (BP = 1.000 ratio = 1.000 hyp_len = 11 ref_len = 11)
200,they say that this will be played for them,it is believed that this is going to be a mushroom year,BLEU = 7.56 33.3/12.5/7.1/4.2 (BP = 0.717 ratio = 0.750 hyp_len = 9 ref_len = 12)
201,at night all the dates,all cats are grey in the dark,BLEU = 8.52 40.0/12.5/8.3/6.2 (BP = 0.670 ratio = 0.714 hyp_len = 5 ref_len = 7)
202,he who has more stores than the saying indians,if you cant take care of it then you shouldnt have one,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.717 ratio = 0.750 hyp_len = 9 ref_len = 12)
203,a large brown cat out or not know,big donkey whether he walks or not,BLEU = 11.04 25.0/14.3/8.3/5.0 (BP = 1.000 ratio = 1.143 hyp_len = 8 ref_len = 7)
204,he who is no eunuch,if one dances one must pay the piper,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.549 ratio = 0.625 hyp_len = 5 ref_len = 8)
205,cried effie and makes me a hand,give a dog a bad name and hang it,BLEU = 5.87 28.6/8.3/5.0/3.1 (BP = 0.751 ratio = 0.778 hyp_len = 7 ref_len = 9)
206,friend friend of miss for never friend,friend of many friend of none,BLEU = 14.54 42.9/16.7/10.0/6.2 (BP = 1.000 ratio = 1.167 hyp_len = 7 ref_len = 6)
207,all over the world,happy saturday to everyone,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 1.000 hyp_len = 4 ref_len = 4)
208,at some time of hostilities some type of combustible,to the local sheriff and i it seems we are n some kind of gas station,BLEU = 2.60 22.2/6.2/3.6/2.1 (BP = 0.459 ratio = 0.562 hyp_len = 9 ref_len = 16)
209,the patient is ready,the patient is ready,BLEU = 100.00 100.0/100.0/100.0/100.0 (BP = 1.000 ratio = 1.000 hyp_len = 4 ref_len = 4)
210,where is the conference,where there is trust its disgusting,BLEU = 11.52 50.0/16.7/12.5/12.5 (BP = 0.607 ratio = 0.667 hyp_len = 4 ref_len = 6)
211,comics was politically incorrect,the comedian was politically incorrect,BLEU = 46.31 75.0/66.7/50.0/50.0 (BP = 0.779 ratio = 0.800 hyp_len = 4 ref_len = 5)
212,everybody every one given to be you,any other toy would give its parts for being you,BLEU = 4.28 14.3/8.3/5.0/3.1 (BP = 0.651 ratio = 0.700 hyp_len = 7 ref_len = 10)
213,each son of a dancer he has his fathers males,give a dog a bad name and hang it,BLEU = 4.20 10.0/5.6/3.1/1.8 (BP = 1.000 ratio = 1.111 hyp_len = 10 ref_len = 9)
214,he came back to his idols,brion lowered his voice to answer,BLEU = 9.65 33.3/10.0/6.2/4.2 (BP = 1.000 ratio = 1.000 hyp_len = 6 ref_len = 6)
215,the southern cyclone is on,the zero kilometer is at sol,BLEU = 10.40 40.0/12.5/8.3/6.2 (BP = 0.819 ratio = 0.833 hyp_len = 5 ref_len = 6)
216,the painter in the radio,the painter is being interviewed on the radio,BLEU = 16.58 80.0/50.0/16.7/12.5 (BP = 0.549 ratio = 0.625 hyp_len = 5 ref_len = 8)
217,the park is now alone,parkour is popular right now,BLEU = 12.70 40.0/12.5/8.3/6.2 (BP = 1.000 ratio = 1.000 hyp_len = 5 ref_len = 5)
218,most of them back,a good horse for a good rider,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.472 ratio = 0.571 hyp_len = 4 ref_len = 7)
219,the sailor to make the daughter,my friend sara just got her backpack stolen,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.717 ratio = 0.750 hyp_len = 6 ref_len = 8)
220,i feel one tell you,new year new life,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 1.250 hyp_len = 5 ref_len = 4)
221,porto bill remains in the port,perhaps la dalila remains in the port,BLEU = 43.01 66.7/60.0/50.0/33.3 (BP = 0.846 ratio = 0.857 hyp_len = 6 ref_len = 7)
222,biggs marks,desperate situations call for desperate measures,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.135 ratio = 0.333 hyp_len = 2 ref_len = 6)
223,each months the same story,every month the same story,BLEU = 39.76 60.0/50.0/33.3/25.0 (BP = 1.000 ratio = 1.000 hyp_len = 5 ref_len = 5)
224,instead everything is all of them,easy to speak with hindsight,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 1.200 hyp_len = 6 ref_len = 5)
225,you have about me,only those who never speak never misspeak,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.472 ratio = 0.571 hyp_len = 4 ref_len = 7)
226,all flax they are all public,it never rains but it pours,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 1.000 hyp_len = 6 ref_len = 6)
227,the girl said to his mother suspending him,the guy told his mom about the suspense,BLEU = 6.57 25.0/7.1/4.2/2.5 (BP = 1.000 ratio = 1.000 hyp_len = 8 ref_len = 8)
228,now thank you for hurts for theyre welcome too,now thank you for your kind welcome,BLEU = 31.56 55.6/37.5/28.6/16.7 (BP = 1.000 ratio = 1.286 hyp_len = 9 ref_len = 7)
229,it was a tchago bai one tyrol and novaya,he was a handsome boy wow,BLEU = 9.54 22.2/12.5/7.1/4.2 (BP = 1.000 ratio = 1.500 hyp_len = 9 ref_len = 6)
230,it eats a little more say more well and biblical and vividly,eat little and dinner a lot sleep high and you will live,BLEU = 4.79 33.3/4.5/2.5/1.4 (BP = 1.000 ratio = 1.000 hyp_len = 12 ref_len = 12)
231,the front passes directly about the forehead,apply the product directly on the forehead,BLEU = 15.62 57.1/16.7/10.0/6.2 (BP = 1.000 ratio = 1.000 hyp_len = 7 ref_len = 7)
232,suddenly we listened to you,suddenly we heard a loud noise,BLEU = 17.49 40.0/25.0/16.7/12.5 (BP = 0.819 ratio = 0.833 hyp_len = 5 ref_len = 6)
233,whoever enters the ones that has to profit,if you want to make people interested you have to provoke them,BLEU = 3.35 12.5/7.1/4.2/2.5 (BP = 0.607 ratio = 0.667 hyp_len = 8 ref_len = 12)
234,i told you so in fact,choose the language for default,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 1.200 hyp_len = 6 ref_len = 5)
235,where is no head every one to make for go back,without thoughts everything is a mess,BLEU = 3.75 9.1/5.0/2.8/1.6 (BP = 1.000 ratio = 1.833 hyp_len = 11 ref_len = 6)
236,i was a patrol for magnon or iron,ill order a cake for tomorrow or have you already ordered one,BLEU = 4.41 37.5/7.1/4.2/2.5 (BP = 0.607 ratio = 0.667 hyp_len = 8 ref_len = 12)
237,more than one more maintained,the tamest horse receives the biggest saddle,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.670 ratio = 0.714 hyp_len = 5 ref_len = 7)
238,whoever the last ones,he who laughs last laughs twice,BLEU = 9.69 25.0/16.7/12.5/12.5 (BP = 0.607 ratio = 0.667 hyp_len = 4 ref_len = 6)
239,creed and love without storm,charity and love without noise,BLEU = 39.76 60.0/50.0/33.3/25.0 (BP = 1.000 ratio = 1.000 hyp_len = 5 ref_len = 5)
240,the boys body there is a wife going out,on the sly some people make the most of every situation,BLEU = 3.82 11.1/6.2/3.6/2.1 (BP = 0.801 ratio = 0.818 hyp_len = 9 ref_len = 11)
241,there is no way there is no good,everything is good when youre hungry,BLEU = 6.57 25.0/7.1/4.2/2.5 (BP = 1.000 ratio = 1.333 hyp_len = 8 ref_len = 6)
242,well sure muriel and i have more than a whistle making around,well sure look at it it has more things than a swiss knife,BLEU = 9.32 41.7/18.2/5.0/2.8 (BP = 0.920 ratio = 0.923 hyp_len = 12 ref_len = 13)
243,well i did not know we had to do,well i didnt know we should have one by now,BLEU = 12.07 44.4/25.0/7.1/4.2 (BP = 0.895 ratio = 0.900 hyp_len = 9 ref_len = 10)
244,tell me means this panama,tell me what this word means,BLEU = 20.80 80.0/25.0/16.7/12.5 (BP = 0.819 ratio = 0.833 hyp_len = 5 ref_len = 6)
245,at least could be less than dancing,at least you could have left the cookie,BLEU = 12.60 42.9/16.7/10.0/6.2 (BP = 0.867 ratio = 0.875 hyp_len = 7 ref_len = 8)
246,when id say we wouldnt go to the sest,when i say now we jump to the basket,BLEU = 11.99 55.6/12.5/7.1/4.2 (BP = 1.000 ratio = 1.000 hyp_len = 9 ref_len = 9)
247,so you know why did the sea takes the trembling by her,so you know get a streetcar and go for it,BLEU = 12.61 25.0/18.2/10.0/5.6 (BP = 1.000 ratio = 1.200 hyp_len = 12 ref_len = 10)
248,each letter with his lady and everybody following his past,every madman has his tune and every wold his track,BLEU = 5.52 30.0/5.6/3.1/1.8 (BP = 1.000 ratio = 1.000 hyp_len = 10 ref_len = 10)
249,in spain only spanish made in spain,in spain they not only speak spanish,BLEU = 15.62 57.1/16.7/10.0/6.2 (BP = 1.000 ratio = 1.000 hyp_len = 7 ref_len = 7)
250,a hoes favris and leaves injection,garlic onion and lemon and avoid injections,BLEU = 6.87 16.7/10.0/6.2/4.2 (BP = 0.846 ratio = 0.857 hyp_len = 6 ref_len = 7)
251,the coastal areas there is a bigger multiple in the air,in coastal areas theres a higher amount of water molecules in the air,BLEU = 15.31 54.5/30.0/11.1/6.2 (BP = 0.834 ratio = 0.846 hyp_len = 11 ref_len = 13)
252,the impact made me quaking,the impact must have woken me up from my hyper sleep,BLEU = 7.12 60.0/25.0/16.7/12.5 (BP = 0.301 ratio = 0.455 hyp_len = 5 ref_len = 11)
253,we must be here for her when you need it,we should be there for him when he needs us,BLEU = 5.93 40.0/5.6/3.1/1.8 (BP = 1.000 ratio = 1.000 hyp_len = 10 ref_len = 10)
254,i should have my studying,i should study now,BLEU = 21.36 40.0/25.0/16.7/12.5 (BP = 1.000 ratio = 1.250 hyp_len = 5 ref_len = 4)
255,lower horsed walking a horse,speeds like a horse stops like a mule,BLEU = 11.73 40.0/25.0/16.7/12.5 (BP = 0.549 ratio = 0.625 hyp_len = 5 ref_len = 8)
256,the younger lyre of bad soil,the youth of barca wont win anything,BLEU = 8.17 33.3/10.0/6.2/4.2 (BP = 0.846 ratio = 0.857 hyp_len = 6 ref_len = 7)
257,the consumption of egos has been standing,the intake of figs have stalled according to cooperative members,BLEU = 5.09 28.6/8.3/5.0/3.1 (BP = 0.651 ratio = 0.700 hyp_len = 7 ref_len = 10)
258,he who happens down,he who hesitates is lost,BLEU = 24.88 50.0/33.3/25.0/25.0 (BP = 0.779 ratio = 0.800 hyp_len = 4 ref_len = 5)
259,two students promoted the highest,two students set off the firecracker,BLEU = 19.36 60.0/25.0/16.7/12.5 (BP = 0.819 ratio = 0.833 hyp_len = 5 ref_len = 6)
260,then i have them before well,so i have them too,BLEU = 30.21 50.0/40.0/25.0/16.7 (BP = 1.000 ratio = 1.200 hyp_len = 6 ref_len = 5)
261,was the step,bad road walk it fast,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.513 ratio = 0.600 hyp_len = 3 ref_len = 5)
262,whoever well goes well right,as you sow so shall you reap,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.670 ratio = 0.714 hyp_len = 5 ref_len = 7)
263,rosemary they make a friend,roads make friendships,BLEU = 10.68 20.0/12.5/8.3/6.2 (BP = 1.000 ratio = 1.667 hyp_len = 5 ref_len = 3)
264,in house of bread,the shoemakers son always goes barefoot,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.607 ratio = 0.667 hyp_len = 4 ref_len = 6)
265,whoever made the rest of us,every law has a loophole,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 1.200 hyp_len = 6 ref_len = 5)
266,she graduated from piano and violin,she can play the piano and the violin,BLEU = 13.83 66.7/20.0/12.5/8.3 (BP = 0.717 ratio = 0.750 hyp_len = 6 ref_len = 8)
267,well and i opened the way at last with dogs,well i brought my dinosaur who eats force field dogs,BLEU = 5.52 30.0/5.6/3.1/1.8 (BP = 1.000 ratio = 1.000 hyp_len = 10 ref_len = 10)
268,where did his life,where theres life theres hope,BLEU = 14.79 50.0/16.7/12.5/12.5 (BP = 0.779 ratio = 0.800 hyp_len = 4 ref_len = 5)
269,and hoa you like to be happy,ainhoa deserves to be happy,BLEU = 24.45 42.9/33.3/20.0/12.5 (BP = 1.000 ratio = 1.400 hyp_len = 7 ref_len = 5)
270,it is the madman man,what is the name of the protagonist of mad men,BLEU = 7.86 40.0/25.0/16.7/12.5 (BP = 0.368 ratio = 0.500 hyp_len = 5 ref_len = 10)
271,the doctor haniscosa via via,the doctor honoris underscore causa wow,BLEU = 17.49 40.0/25.0/16.7/12.5 (BP = 0.819 ratio = 0.833 hyp_len = 5 ref_len = 6)
272,i dont want to see her,hey i do not want to see you angry,BLEU = 19.69 66.7/40.0/25.0/16.7 (BP = 0.607 ratio = 0.667 hyp_len = 6 ref_len = 9)
273,he has achieved it,doctor you did it,BLEU = 15.97 25.0/16.7/12.5/12.5 (BP = 1.000 ratio = 1.000 hyp_len = 4 ref_len = 4)
274,i responded for much of it i turned to the stone,i responded in a bad way straightening myself in the chair,BLEU = 8.30 27.3/10.0/5.6/3.1 (BP = 1.000 ratio = 1.000 hyp_len = 11 ref_len = 11)
275,nobody moved,check out on the motion of the boat,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.050 ratio = 0.250 hyp_len = 2 ref_len = 8)
276,the gastric poet is part of a false theoretic model,the gastric poetry of an interdisciplinary theoretical model,BLEU = 9.98 40.0/11.1/6.2/3.6 (BP = 1.000 ratio = 1.250 hyp_len = 10 ref_len = 8)
277,lets go i will go,we are going to die im going out of here,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.368 ratio = 0.500 hyp_len = 5 ref_len = 10)
278,the detectives were hired in the window,the detectives discovered prints in the window,BLEU = 30.74 71.4/50.0/20.0/12.5 (BP = 1.000 ratio = 1.000 hyp_len = 7 ref_len = 7)
279,dont go to it it seems to be created in another one,i dont understand it looks like he doesnt care about anything,BLEU = 4.03 16.7/4.5/2.5/1.4 (BP = 1.000 ratio = 1.091 hyp_len = 12 ref_len = 11)
280,i dont know what to do i did not have gotten about me,girl i dont know what beverage you gave me that i am forgetting everything,BLEU = 19.82 46.2/25.0/18.2/10.0 (BP = 0.926 ratio = 0.929 hyp_len = 13 ref_len = 14)
281,the saturday,lower the harpoons,BLEU = 30.33 50.0/50.0/0.0/0.0 (BP = 0.607 ratio = 0.667 hyp_len = 2 ref_len = 3)
282,the high contamination is high lighted centre,the high pollution is located in the middle of the city,BLEU = 8.21 42.9/16.7/10.0/6.2 (BP = 0.565 ratio = 0.636 hyp_len = 7 ref_len = 11)
283,very good following point a,very good next point oh yes,BLEU = 19.36 60.0/25.0/16.7/12.5 (BP = 0.819 ratio = 0.833 hyp_len = 5 ref_len = 6)
284,always in security always very good,safety first well done kid,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 1.200 hyp_len = 6 ref_len = 5)
285,it is more than the one who has the house,where theres a will theres a way,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 1.429 hyp_len = 10 ref_len = 7)
286,there he was the cemetery of commanders,there was the cemetery of the comendadoras,BLEU = 43.47 71.4/50.0/40.0/25.0 (BP = 1.000 ratio = 1.000 hyp_len = 7 ref_len = 7)
287,he set aside his wife and the rest in the windows,the curls were going away slowly blown by the marine wind,BLEU = 4.46 18.2/5.0/2.8/1.6 (BP = 1.000 ratio = 1.000 hyp_len = 11 ref_len = 11)
288,the phantoms does not exist in the site of the ship,ghosts dont exist not in this ship or anywhere,BLEU = 5.30 36.4/5.0/2.8/1.6 (BP = 1.000 ratio = 1.222 hyp_len = 11 ref_len = 9)
289,the cholera girls smiley with language,the chole girl smiled with languor,BLEU = 9.65 33.3/10.0/6.2/4.2 (BP = 1.000 ratio = 1.000 hyp_len = 6 ref_len = 6)
290,this last one we arrived in the domains,of this luck we arrived to my domains,BLEU = 13.13 50.0/14.3/8.3/5.0 (BP = 1.000 ratio = 1.000 hyp_len = 8 ref_len = 8)
291,i was not coming from excursion,ivan pérez wont come on the expedition,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.846 ratio = 0.857 hyp_len = 6 ref_len = 7)
292,well you are not woman alone,well alone alone woman either,BLEU = 10.68 50.0/10.0/6.2/4.2 (BP = 1.000 ratio = 1.200 hyp_len = 6 ref_len = 5)
293,please ricardo,please ricardo,BLEU = 100.00 100.0/100.0/0.0/0.0 (BP = 1.000 ratio = 1.000 hyp_len = 2 ref_len = 2)
294,become a priest again thats we can,im a priest again thats what i am,BLEU = 35.64 57.1/50.0/40.0/25.0 (BP = 0.867 ratio = 0.875 hyp_len = 7 ref_len = 8)
295,not even want to be flying by a window,i cant even fly off a window,BLEU = 10.55 33.3/12.5/7.1/4.2 (BP = 1.000 ratio = 1.286 hyp_len = 9 ref_len = 7)
296,i dont want to be in a fort,i cant understand it illiterate pig,BLEU = 5.52 12.5/7.1/4.2/2.5 (BP = 1.000 ratio = 1.333 hyp_len = 8 ref_len = 6)
297,we rapt to the fair fight,we walked throughout the fair from one side to the other one,BLEU = 8.45 66.7/40.0/12.5/8.3 (BP = 0.368 ratio = 0.500 hyp_len = 6 ref_len = 12)
298,it leaves a young lady in a play,undone among the records of a lawsuit,BLEU = 5.52 12.5/7.1/4.2/2.5 (BP = 1.000 ratio = 1.143 hyp_len = 8 ref_len = 7)
299,the bottle of the bottle give me,give me the last part that is in the bottle,BLEU = 12.79 71.4/33.3/10.0/6.2 (BP = 0.651 ratio = 0.700 hyp_len = 7 ref_len = 10)
300,we will die all of us,dying we all dye,BLEU = 9.65 33.3/10.0/6.2/4.2 (BP = 1.000 ratio = 1.500 hyp_len = 6 ref_len = 4)
301,i has to be happy,he asks me to be happy,BLEU = 32.56 60.0/50.0/33.3/25.0 (BP = 0.819 ratio = 0.833 hyp_len = 5 ref_len = 6)
302,the nobler houses will notice a question it will not know non de guzman,the noble marques will allow me one question why do you know juan de guzman,BLEU = 6.96 42.9/7.7/4.2/2.3 (BP = 0.931 ratio = 0.933 hyp_len = 14 ref_len = 15)
303,with air pore it is because they saw as those white,with breasts in the air because i am the one who can see them,BLEU = 3.76 27.3/5.0/2.8/1.6 (BP = 0.761 ratio = 0.786 hyp_len = 11 ref_len = 14)
304,thats how the nitrogen of the old spring,that is how the ancestors hellish journey should be in carons small boat,BLEU = 5.91 25.0/14.3/8.3/5.0 (BP = 0.535 ratio = 0.615 hyp_len = 8 ref_len = 13)
305,the first devotion to devotion,business before pleasure,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 1.667 hyp_len = 5 ref_len = 3)
306,a former one dont talk about it,a friend not talking seriously,BLEU = 6.57 14.3/8.3/5.0/3.1 (BP = 1.000 ratio = 1.400 hyp_len = 7 ref_len = 5)
307,i have no weddings,i dont have humor for weddings,BLEU = 12.75 75.0/16.7/12.5/12.5 (BP = 0.607 ratio = 0.667 hyp_len = 4 ref_len = 6)
308,hello probably i am gradual i am betting,hello i am just trying this does it sound better great,BLEU = 8.40 37.5/14.3/8.3/5.0 (BP = 0.687 ratio = 0.727 hyp_len = 8 ref_len = 11)
309,its like a player,its like playing russian roulette,BLEU = 24.88 50.0/33.3/25.0/25.0 (BP = 0.779 ratio = 0.800 hyp_len = 4 ref_len = 5)
310,that effect is bad,its bad that it affects you,BLEU = 11.52 50.0/16.7/12.5/12.5 (BP = 0.607 ratio = 0.667 hyp_len = 4 ref_len = 6)
311,in the floating roads floating islands of huge gyphia,in the distance floating islands of gigantic nymphs crossed in front of the horses,BLEU = 12.80 55.6/37.5/14.3/8.3 (BP = 0.574 ratio = 0.643 hyp_len = 9 ref_len = 14)
312,their sons desperate,to his kids desperate,BLEU = 19.72 33.3/25.0/25.0/0.0 (BP = 0.717 ratio = 0.750 hyp_len = 3 ref_len = 4)
313,chapter sixteen,chapter sixteen,BLEU = 100.00 100.0/100.0/0.0/0.0 (BP = 1.000 ratio = 1.000 hyp_len = 2 ref_len = 2)
314,but this is not so,but its just that this night well have a storm,BLEU = 4.67 40.0/12.5/8.3/6.2 (BP = 0.368 ratio = 0.500 hyp_len = 5 ref_len = 10)
315,very uninteresting because they better,very entertaining because maybe today,BLEU = 12.70 40.0/12.5/8.3/6.2 (BP = 1.000 ratio = 1.000 hyp_len = 5 ref_len = 5)
316,that mission face has more dying,this station has more and more listeners,BLEU = 13.74 33.3/20.0/12.5/8.3 (BP = 0.846 ratio = 0.857 hyp_len = 6 ref_len = 7)
