,Prediction,Gold,ASR_BLEU
157,if you want to rest,if i want i will be able fly,BLEU = 6.97 40.0/12.5/8.3/6.2 (BP = 0.549 ratio = 0.625 hyp_len = 5 ref_len = 8)
158,her hands pale almost tragic she was almost tragical,twisting her hands pale almost tragic she came forward crying out,BLEU = 47.03 66.7/62.5/57.1/50.0 (BP = 0.801 ratio = 0.818 hyp_len = 9 ref_len = 11)
159,and the noble marquises no marquises it is wan to human,will the noble marquis even ignore who juan de guzman is,BLEU = 8.30 27.3/10.0/5.6/3.1 (BP = 1.000 ratio = 1.000 hyp_len = 11 ref_len = 11)
160,everything will be ruined to the fore,everything will happen if you dont follow the vow,BLEU = 10.92 42.9/16.7/10.0/6.2 (BP = 0.751 ratio = 0.778 hyp_len = 7 ref_len = 9)
161,oh well you will later wilhelmine will have a cup a later,oh o k you and i could cook later,BLEU = 4.46 25.0/4.5/2.5/1.4 (BP = 1.000 ratio = 1.333 hyp_len = 12 ref_len = 9)
162,the function goes on,the entertainments about to start,BLEU = 12.44 25.0/16.7/12.5/12.5 (BP = 0.779 ratio = 0.800 hyp_len = 4 ref_len = 5)
163,he hurrahd its dyes and his loves with white love with her love of alcohol,he cried his moorish jealousy and his affairs with the white moon of alpujarra,BLEU = 6.92 40.0/7.1/3.8/2.1 (BP = 1.000 ratio = 1.071 hyp_len = 15 ref_len = 14)
164,we have to have it we will have to have it,we got him ricardo we got him,BLEU = 4.46 18.2/5.0/2.8/1.6 (BP = 1.000 ratio = 1.571 hyp_len = 11 ref_len = 7)
165,he is going to pale and silent and breaking from,beating me up and breaking three of my fingers is being friendly,BLEU = 7.60 30.0/11.1/6.2/3.6 (BP = 0.819 ratio = 0.833 hyp_len = 10 ref_len = 12)
166,this is completely alone,im all alone,BLEU = 15.97 25.0/16.7/12.5/12.5 (BP = 1.000 ratio = 1.333 hyp_len = 4 ref_len = 3)
167,it can be seen of all friends,we can be friends and make it all work,BLEU = 12.41 71.4/16.7/10.0/6.2 (BP = 0.751 ratio = 0.778 hyp_len = 7 ref_len = 9)
168,do you want to be everything,fuck everything,BLEU = 8.12 16.7/10.0/6.2/4.2 (BP = 1.000 ratio = 3.000 hyp_len = 6 ref_len = 2)
169,governors in the reconsideration,in coward reconciliations,BLEU = 15.97 25.0/16.7/12.5/12.5 (BP = 1.000 ratio = 1.333 hyp_len = 4 ref_len = 3)
170,for loving and by gallantry i did not commit it in common,for love and gallantry i must commit a similar one,BLEU = 8.52 41.7/9.1/5.0/2.8 (BP = 1.000 ratio = 1.200 hyp_len = 12 ref_len = 10)
171,these deep sentences should not remain unused,those deep sentences shouldnt remain doubtful,BLEU = 14.54 42.9/16.7/10.0/6.2 (BP = 1.000 ratio = 1.167 hyp_len = 7 ref_len = 6)
172,however he continued working,however i kept on winning,BLEU = 12.44 25.0/16.7/12.5/12.5 (BP = 0.779 ratio = 0.800 hyp_len = 4 ref_len = 5)
173,in the toreros cabin,in horror movies,BLEU = 15.97 25.0/16.7/12.5/12.5 (BP = 1.000 ratio = 1.333 hyp_len = 4 ref_len = 3)
174,nothing,well anyway,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.368 ratio = 0.500 hyp_len = 1 ref_len = 2)
175,there is no council house,theres no advice for the past,BLEU = 8.75 20.0/12.5/8.3/6.2 (BP = 0.819 ratio = 0.833 hyp_len = 5 ref_len = 6)
176,the niche seems that all know,a foolish man thinks he knows everything,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.846 ratio = 0.857 hyp_len = 6 ref_len = 7)
177,each time each peeked out,each time less people are buying lottery,BLEU = 14.32 40.0/25.0/16.7/12.5 (BP = 0.670 ratio = 0.714 hyp_len = 5 ref_len = 7)
178,since the morning half play will low temperatures,the temperature will get down from tomorrow in the afternoon,BLEU = 5.11 25.0/7.1/4.2/2.5 (BP = 0.779 ratio = 0.800 hyp_len = 8 ref_len = 10)
179,love by interests he joins so far,love by interest lost in a second,BLEU = 13.13 28.6/16.7/10.0/6.2 (BP = 1.000 ratio = 1.000 hyp_len = 7 ref_len = 7)
180,we have to do it,then we have to do something,BLEU = 54.75 80.0/75.0/66.7/50.0 (BP = 0.819 ratio = 0.833 hyp_len = 5 ref_len = 6)
181,seems without night,lets see if tonight snows,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.513 ratio = 0.600 hyp_len = 3 ref_len = 5)
182,with the barren bards no any shows her free,full stomach happy heart,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 2.250 hyp_len = 9 ref_len = 4)
183,the restaurant service was quite well,the restaurant service was really good,BLEU = 50.81 66.7/60.0/50.0/33.3 (BP = 1.000 ratio = 1.000 hyp_len = 6 ref_len = 6)
184,villa and the life his life,drink and dance that life is short,BLEU = 8.17 33.3/10.0/6.2/4.2 (BP = 0.846 ratio = 0.857 hyp_len = 6 ref_len = 7)
185,the autobus will be a lot,the bus takes a long time,BLEU = 9.65 33.3/10.0/6.2/4.2 (BP = 1.000 ratio = 1.000 hyp_len = 6 ref_len = 6)
186,i think the two happens they have sworn it,i think both of you have too much stickers,BLEU = 10.55 33.3/12.5/7.1/4.2 (BP = 1.000 ratio = 1.000 hyp_len = 9 ref_len = 9)
187,save the day,to save the day,BLEU = 71.65 100.0/100.0/100.0/0.0 (BP = 0.717 ratio = 0.750 hyp_len = 3 ref_len = 4)
188,good to you o friends ill be in a better place,goodbye my friends i go to a better place,BLEU = 15.85 45.5/20.0/11.1/6.2 (BP = 1.000 ratio = 1.222 hyp_len = 11 ref_len = 9)
189,friends we friends and me,friends when we lend enemies when we pay our debts,BLEU = 4.67 40.0/12.5/8.3/6.2 (BP = 0.368 ratio = 0.500 hyp_len = 5 ref_len = 10)
190,the district of the district,a wise mal will keep a secret though it has been made public,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.202 ratio = 0.385 hyp_len = 5 ref_len = 13)
191,danny has carried out the boy,dani did you take the canopies to the girl from the hammocks,BLEU = 2.99 16.7/10.0/6.2/4.2 (BP = 0.368 ratio = 0.500 hyp_len = 6 ref_len = 12)
192,this anomaly refused with all city,the tsunami swept through the entire city,BLEU = 6.87 16.7/10.0/6.2/4.2 (BP = 0.846 ratio = 0.857 hyp_len = 6 ref_len = 7)
193,some one go together,the grass always looks greener on the other side,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.287 ratio = 0.444 hyp_len = 4 ref_len = 9)
194,the chamber was given up,the camera received a punch,BLEU = 10.68 20.0/12.5/8.3/6.2 (BP = 1.000 ratio = 1.000 hyp_len = 5 ref_len = 5)
195,the more than one who the more likely,the more you have the more you want,BLEU = 15.62 50.0/28.6/8.3/5.0 (BP = 1.000 ratio = 1.000 hyp_len = 8 ref_len = 8)
196,the fire began in the fourth of the after,the fire started at four p m,BLEU = 9.54 22.2/12.5/7.1/4.2 (BP = 1.000 ratio = 1.286 hyp_len = 9 ref_len = 7)
197,to leave the subject and serve,you cannot have the cake and eat it too,BLEU = 5.85 33.3/10.0/6.2/4.2 (BP = 0.607 ratio = 0.667 hyp_len = 6 ref_len = 9)
198,to fight being bored not always not always,a shortcut doesnt always save work,BLEU = 5.52 12.5/7.1/4.2/2.5 (BP = 1.000 ratio = 1.333 hyp_len = 8 ref_len = 6)
199,even though the moment came things of silver you showed up,it doesnt matter if it disguise itself its still the same,BLEU = 3.75 9.1/5.0/2.8/1.6 (BP = 1.000 ratio = 1.000 hyp_len = 11 ref_len = 11)
