,Prediction,Gold,ASR_BLEU
144,he was administrative and so was his management,he was an administrative in zaragozas city hall,BLEU = 12.22 37.5/14.3/8.3/5.0 (BP = 1.000 ratio = 1.000 hyp_len = 8 ref_len = 8)
145,while the paragraph is temporal,well the surgical tape is temporal,BLEU = 19.36 60.0/25.0/16.7/12.5 (BP = 0.819 ratio = 0.833 hyp_len = 5 ref_len = 6)
146,it is distributed by tropical africa asia and australia,it is distributed in tropical africa asia and australia,BLEU = 59.69 88.9/75.0/57.1/33.3 (BP = 1.000 ratio = 1.000 hyp_len = 9 ref_len = 9)
147,hesiod the four reunited in new york,later on all four of them gathered again,BLEU = 5.69 14.3/8.3/5.0/3.1 (BP = 0.867 ratio = 0.875 hyp_len = 7 ref_len = 8)
148,part of the party and for the most part the city of judicial institutions as for girolamo,fuengirola is the center of this district and therefore the seat of judicial institutions,BLEU = 10.52 41.2/12.5/6.7/3.6 (BP = 1.000 ratio = 1.214 hyp_len = 17 ref_len = 14)
149,she then joined her daughters as the group of people,she taught sadako how to fold the paper cranes,BLEU = 4.99 20.0/5.6/3.1/1.8 (BP = 1.000 ratio = 1.111 hyp_len = 10 ref_len = 9)
150,there was a change in her velocity,he carried a gearbox of four speed,BLEU = 6.57 14.3/8.3/5.0/3.1 (BP = 1.000 ratio = 1.000 hyp_len = 7 ref_len = 7)
151,the responsibility of the elaboration of the plan corresponds to the national government,the responsibility of the elaboration of the plan it is duty of the national government,BLEU = 57.48 84.6/75.0/63.6/50.0 (BP = 0.857 ratio = 0.867 hyp_len = 13 ref_len = 15)
152,they are several of them enact for different cities of spain,he composes many of them and acts due to several cities of spain,BLEU = 15.31 54.5/30.0/11.1/6.2 (BP = 0.834 ratio = 0.846 hyp_len = 11 ref_len = 13)
153,they received messalms with a little boy and girl,they did it again with the song boy and girl,BLEU = 18.04 55.6/25.0/14.3/8.3 (BP = 0.895 ratio = 0.900 hyp_len = 9 ref_len = 10)
154,apparently he resides in jackson wyoming and has a solar system,she currently resides in jackson wyoming and has only one child,BLEU = 46.17 54.5/50.0/44.4/37.5 (BP = 1.000 ratio = 1.000 hyp_len = 11 ref_len = 11)
155,there was the cemetery of the commanders,there was the cemetery of the comendadoras,BLEU = 80.91 85.7/83.3/80.0/75.0 (BP = 1.000 ratio = 1.000 hyp_len = 7 ref_len = 7)
156,however his fundamental dedication would be too decent for an investigation,yet his main commitment would be towards education and research,BLEU = 8.30 27.3/10.0/5.6/3.1 (BP = 1.000 ratio = 1.100 hyp_len = 11 ref_len = 10)
157,i said that he was the tallest woman who had arrested him,it was said that she was the tallest woman arrested in the allies,BLEU = 24.11 58.3/36.4/20.0/11.1 (BP = 0.920 ratio = 0.923 hyp_len = 12 ref_len = 13)
158,and he has material dairy,the only damage was material things,BLEU = 8.75 20.0/12.5/8.3/6.2 (BP = 0.819 ratio = 0.833 hyp_len = 5 ref_len = 6)
159,five years his family moved to salt lake city,at five his family moved to salta city,BLEU = 33.03 66.7/37.5/28.6/16.7 (BP = 1.000 ratio = 1.125 hyp_len = 9 ref_len = 8)
160,they are two children,he currently has two sons,BLEU = 12.44 25.0/16.7/12.5/12.5 (BP = 0.779 ratio = 0.800 hyp_len = 4 ref_len = 5)
161,santo domingo of columbia,colombias senator jimmy chamorro,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 1.000 hyp_len = 4 ref_len = 4)
162,the last junior was mister,it was the last of its kids to become a senior,BLEU = 7.12 60.0/25.0/16.7/12.5 (BP = 0.301 ratio = 0.455 hyp_len = 5 ref_len = 11)
163,deferential aversion forms the lines of the tzars courier,the differential erosion created linear edges of the zagros mountains,BLEU = 9.44 33.3/12.5/7.1/4.2 (BP = 0.895 ratio = 0.900 hyp_len = 9 ref_len = 10)
164,the first uniform is the official colors of the team,the third uniform has the official colors of the team,BLEU = 55.55 80.0/55.6/50.0/42.9 (BP = 1.000 ratio = 1.000 hyp_len = 10 ref_len = 10)
165,puglio was elected by the romans as their conductor the deficiency of virgil,among the normans after argiros defection guillermo was chosen count,BLEU = 3.67 15.4/4.2/2.3/1.2 (BP = 1.000 ratio = 1.300 hyp_len = 13 ref_len = 10)
166,the current municipal president is gustavo capella,their actual community president is gustavo capella,BLEU = 41.11 57.1/50.0/40.0/25.0 (BP = 1.000 ratio = 1.000 hyp_len = 7 ref_len = 7)
167,a thousand carbutters the tempest surges,out a thousand tongues storms come,BLEU = 16.23 33.3/20.0/12.5/8.3 (BP = 1.000 ratio = 1.000 hyp_len = 6 ref_len = 6)
168,the noble monarchs will ignore her as one decoy,will the noble marquis even ignore who juan de guzman is,BLEU = 9.08 44.4/12.5/7.1/4.2 (BP = 0.801 ratio = 0.818 hyp_len = 9 ref_len = 11)
169,can be cultivated in a biscopic garden as a semicircular species,it can be planted in a wooded type yard like a type of semi shadow,BLEU = 7.79 45.5/20.0/5.6/3.1 (BP = 0.695 ratio = 0.733 hyp_len = 11 ref_len = 15)
170,he wrote numerous historical works of reference,he wrote numerous historiographic reference texts,BLEU = 26.27 57.1/33.3/20.0/12.5 (BP = 1.000 ratio = 1.167 hyp_len = 7 ref_len = 6)
171,the first years of childhood were a party between argentine and the united states,he spent his her early childhood in argentina and the united states,BLEU = 18.80 35.7/23.1/16.7/9.1 (BP = 1.000 ratio = 1.167 hyp_len = 14 ref_len = 12)
172,he then started a campaign to favor his legalisation,a campaign was then launched in favor of its legalization,BLEU = 10.15 44.4/12.5/7.1/4.2 (BP = 0.895 ratio = 0.900 hyp_len = 9 ref_len = 10)
173,holmes of the lancers herdon with whom he was married they formed an influential appearance,next to alonzo herndon with whom she was married with they made a very influential couple,BLEU = 7.70 40.0/14.3/3.8/2.1 (BP = 0.936 ratio = 0.938 hyp_len = 15 ref_len = 16)
174,covered the entire surface of the south island,used to fill the bottom third of the southern isle,BLEU = 9.52 37.5/14.3/8.3/5.0 (BP = 0.779 ratio = 0.800 hyp_len = 8 ref_len = 10)
175,the auxiliary need of art provides the energy of the,an auxiliary unit of power provides the earths energy,BLEU = 10.55 50.0/11.1/6.2/3.6 (BP = 1.000 ratio = 1.111 hyp_len = 10 ref_len = 9)
176,the last segments contain the reproductive organs of the animal,the last segments contained the animals reproductive organs,BLEU = 20.56 60.0/33.3/12.5/7.1 (BP = 1.000 ratio = 1.250 hyp_len = 10 ref_len = 8)
177,ye know when ye have a foller,do you remember when did he take that picture,BLEU = 4.94 14.3/8.3/5.0/3.1 (BP = 0.751 ratio = 0.778 hyp_len = 7 ref_len = 9)
178,that runs,a city that smiles,BLEU = 18.39 50.0/50.0/0.0/0.0 (BP = 0.368 ratio = 0.500 hyp_len = 2 ref_len = 4)
179,pity if you think a little realised the distraction of estella,piti you think that estelas costume is a bit realistic,BLEU = 8.30 27.3/10.0/5.6/3.1 (BP = 1.000 ratio = 1.100 hyp_len = 11 ref_len = 10)
180,the proper space for inspiration work in the project of his life,a place for inspiration work and for the project he had planned all of his life,BLEU = 17.26 66.7/45.5/20.0/5.6 (BP = 0.717 ratio = 0.750 hyp_len = 12 ref_len = 16)
181,in the final moments of the episode hawkins shall be your back,puck and shelby kiss at the final moments of the episode,BLEU = 41.72 50.0/45.5/40.0/33.3 (BP = 1.000 ratio = 1.091 hyp_len = 12 ref_len = 11)
182,his name means the mountain,his name means the green mountain,BLEU = 57.89 100.0/75.0/66.7/50.0 (BP = 0.819 ratio = 0.833 hyp_len = 5 ref_len = 6)
183,stations are described on the following list,the stations are described in the following list,BLEU = 35.64 85.7/66.7/40.0/12.5 (BP = 0.867 ratio = 0.875 hyp_len = 7 ref_len = 8)
184,but at that moment what a madman doesnt see,but not even god could save that poor guy,BLEU = 5.67 22.2/6.2/3.6/2.1 (BP = 1.000 ratio = 1.000 hyp_len = 9 ref_len = 9)
185,dont you have a better way to call me attention,isnt there a less painful way to catch my attention,BLEU = 9.98 40.0/11.1/6.2/3.6 (BP = 1.000 ratio = 1.000 hyp_len = 10 ref_len = 10)
186,for the role tony was the first actor in the music,for his role he won the tony award for best actor in a musical,BLEU = 7.51 54.5/10.0/5.6/3.1 (BP = 0.761 ratio = 0.786 hyp_len = 11 ref_len = 14)
187,the following year he was inaugurated the narrator,next year the oratory was inaugurated,BLEU = 13.13 50.0/14.3/8.3/5.0 (BP = 1.000 ratio = 1.333 hyp_len = 8 ref_len = 6)
188,for that moment the chilling max followed the arbitrary man,until that moment the chilean maps followed the conciliation map,BLEU = 19.64 50.0/33.3/12.5/7.1 (BP = 1.000 ratio = 1.000 hyp_len = 10 ref_len = 10)
189,we duplication is a morphological process extensively used,reduplication is a morphological process widely used,BLEU = 36.56 62.5/42.9/33.3/20.0 (BP = 1.000 ratio = 1.143 hyp_len = 8 ref_len = 7)
190,carnival of the city was built in its centre,in the entrance boulevard the citys carnival takes place,BLEU = 6.27 33.3/6.2/3.6/2.1 (BP = 1.000 ratio = 1.000 hyp_len = 9 ref_len = 9)
191,his several carpenters in this area,it offers several carpentry stores and a sawmill,BLEU = 5.82 16.7/10.0/6.2/4.2 (BP = 0.717 ratio = 0.750 hyp_len = 6 ref_len = 8)
192,not true that they have made the most of them,its not true the frog monster took them,BLEU = 9.98 40.0/11.1/6.2/3.6 (BP = 1.000 ratio = 1.250 hyp_len = 10 ref_len = 8)
193,the fortress is in ruins,currently the fortress is in ruins,BLEU = 81.87 100.0/100.0/100.0/100.0 (BP = 0.819 ratio = 0.833 hyp_len = 5 ref_len = 6)
194,diomedes for his part included in the sum of his officious title damascusa,diomedes included a song composed by him called love in bogota,BLEU = 4.07 23.1/4.2/2.3/1.2 (BP = 1.000 ratio = 1.182 hyp_len = 13 ref_len = 11)
195,is rushing about the esperanza which is very promulgated in some city,he writes about hope which is always hidden somewhere,BLEU = 7.50 25.0/9.1/5.0/2.8 (BP = 1.000 ratio = 1.333 hyp_len = 12 ref_len = 9)
196,then the door,so the doc,BLEU = 27.52 33.3/25.0/25.0/0.0 (BP = 1.000 ratio = 1.000 hyp_len = 3 ref_len = 3)
197,plains dont use commercially because they have no sufficient area,plain membranes are not commercially used because they do not have sufficient area,BLEU = 9.73 60.0/22.2/6.2/3.6 (BP = 0.741 ratio = 0.769 hyp_len = 10 ref_len = 13)
198,it was a decision that soon became controversial,it was a decision that is still open to controversy,BLEU = 40.26 62.5/57.1/50.0/40.0 (BP = 0.779 ratio = 0.800 hyp_len = 8 ref_len = 10)
199,is native to the east of africa tropical and borneo,it is native to tropical west africa and borneo,BLEU = 21.36 70.0/33.3/12.5/7.1 (BP = 1.000 ratio = 1.111 hyp_len = 10 ref_len = 9)
