,Prediction,Gold,ASR_BLEU
144,he was administrative and so was his management,he was an administrative in zaragozas city hall,BLEU = 12.22 37.5/14.3/8.3/5.0 (BP = 1.000 ratio = 1.000 hyp_len = 8 ref_len = 8)
145,while the paragraph is temporal,well the surgical tape is temporal,BLEU = 19.36 60.0/25.0/16.7/12.5 (BP = 0.819 ratio = 0.833 hyp_len = 5 ref_len = 6)
146,it is distributed by tropical africa asia and australia,it is distributed in tropical africa asia and australia,BLEU = 59.69 88.9/75.0/57.1/33.3 (BP = 1.000 ratio = 1.000 hyp_len = 9 ref_len = 9)
147,hesiod the four reunited in new york,later on all four of them gathered again,BLEU = 5.69 14.3/8.3/5.0/3.1 (BP = 0.867 ratio = 0.875 hyp_len = 7 ref_len = 8)
148,part of the party and for the most part the city of judicial institutions as for girolamo,fuengirola is the center of this district and therefore the seat of judicial institutions,BLEU = 10.52 41.2/12.5/6.7/3.6 (BP = 1.000 ratio = 1.214 hyp_len = 17 ref_len = 14)
149,she then joined her daughters as the group of people,she taught sadako how to fold the paper cranes,BLEU = 4.99 20.0/5.6/3.1/1.8 (BP = 1.000 ratio = 1.111 hyp_len = 10 ref_len = 9)
150,there was a change in her velocity,he carried a gearbox of four speed,BLEU = 6.57 14.3/8.3/5.0/3.1 (BP = 1.000 ratio = 1.000 hyp_len = 7 ref_len = 7)
151,the responsibility of the elaboration of the plan corresponds to the national government,the responsibility of the elaboration of the plan it is duty of the national government,BLEU = 57.48 84.6/75.0/63.6/50.0 (BP = 0.857 ratio = 0.867 hyp_len = 13 ref_len = 15)
152,they are several of them enact for different cities of spain,he composes many of them and acts due to several cities of spain,BLEU = 15.31 54.5/30.0/11.1/6.2 (BP = 0.834 ratio = 0.846 hyp_len = 11 ref_len = 13)
153,they received messalms with a little boy and girl,they did it again with the song boy and girl,BLEU = 18.04 55.6/25.0/14.3/8.3 (BP = 0.895 ratio = 0.900 hyp_len = 9 ref_len = 10)
154,apparently he resides in jackson wyoming and has a solar system,she currently resides in jackson wyoming and has only one child,BLEU = 46.17 54.5/50.0/44.4/37.5 (BP = 1.000 ratio = 1.000 hyp_len = 11 ref_len = 11)
155,there was the cemetery of the commanders,there was the cemetery of the comendadoras,BLEU = 80.91 85.7/83.3/80.0/75.0 (BP = 1.000 ratio = 1.000 hyp_len = 7 ref_len = 7)
156,however his fundamental dedication would be too decent for an investigation,yet his main commitment would be towards education and research,BLEU = 8.30 27.3/10.0/5.6/3.1 (BP = 1.000 ratio = 1.100 hyp_len = 11 ref_len = 10)
157,i said that he was the tallest woman who had arrested him,it was said that she was the tallest woman arrested in the allies,BLEU = 24.11 58.3/36.4/20.0/11.1 (BP = 0.920 ratio = 0.923 hyp_len = 12 ref_len = 13)
158,and he has material dairy,the only damage was material things,BLEU = 8.75 20.0/12.5/8.3/6.2 (BP = 0.819 ratio = 0.833 hyp_len = 5 ref_len = 6)
159,five years his family moved to salt lake city,at five his family moved to salta city,BLEU = 33.03 66.7/37.5/28.6/16.7 (BP = 1.000 ratio = 1.125 hyp_len = 9 ref_len = 8)
160,they are two children,he currently has two sons,BLEU = 12.44 25.0/16.7/12.5/12.5 (BP = 0.779 ratio = 0.800 hyp_len = 4 ref_len = 5)
161,santo domingo of columbia,colombias senator jimmy chamorro,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 1.000 hyp_len = 4 ref_len = 4)
162,the last junior was mister,it was the last of its kids to become a senior,BLEU = 7.12 60.0/25.0/16.7/12.5 (BP = 0.301 ratio = 0.455 hyp_len = 5 ref_len = 11)
163,deferential aversion forms the lines of the tzars courier,the differential erosion created linear edges of the zagros mountains,BLEU = 9.44 33.3/12.5/7.1/4.2 (BP = 0.895 ratio = 0.900 hyp_len = 9 ref_len = 10)
164,the first uniform is the official colors of the team,the third uniform has the official colors of the team,BLEU = 55.55 80.0/55.6/50.0/42.9 (BP = 1.000 ratio = 1.000 hyp_len = 10 ref_len = 10)
165,puglio was elected by the romans as their conductor the deficiency of virgil,among the normans after argiros defection guillermo was chosen count,BLEU = 3.67 15.4/4.2/2.3/1.2 (BP = 1.000 ratio = 1.300 hyp_len = 13 ref_len = 10)
166,the current municipal president is gustavo capella,their actual community president is gustavo capella,BLEU = 41.11 57.1/50.0/40.0/25.0 (BP = 1.000 ratio = 1.000 hyp_len = 7 ref_len = 7)
167,a thousand carbutters the tempest surges,out a thousand tongues storms come,BLEU = 16.23 33.3/20.0/12.5/8.3 (BP = 1.000 ratio = 1.000 hyp_len = 6 ref_len = 6)
168,the noble monarchs will ignore her as one decoy,will the noble marquis even ignore who juan de guzman is,BLEU = 9.08 44.4/12.5/7.1/4.2 (BP = 0.801 ratio = 0.818 hyp_len = 9 ref_len = 11)
169,can be cultivated in a biscopic garden as a semicircular species,it can be planted in a wooded type yard like a type of semi shadow,BLEU = 7.79 45.5/20.0/5.6/3.1 (BP = 0.695 ratio = 0.733 hyp_len = 11 ref_len = 15)
170,he wrote numerous historical works of reference,he wrote numerous historiographic reference texts,BLEU = 26.27 57.1/33.3/20.0/12.5 (BP = 1.000 ratio = 1.167 hyp_len = 7 ref_len = 6)
171,the first years of childhood were a party between argentine and the united states,he spent his her early childhood in argentina and the united states,BLEU = 18.80 35.7/23.1/16.7/9.1 (BP = 1.000 ratio = 1.167 hyp_len = 14 ref_len = 12)
172,he then started a campaign to favor his legalisation,a campaign was then launched in favor of its legalization,BLEU = 10.15 44.4/12.5/7.1/4.2 (BP = 0.895 ratio = 0.900 hyp_len = 9 ref_len = 10)
173,holmes of the lancers herdon with whom he was married they formed an influential appearance,next to alonzo herndon with whom she was married with they made a very influential couple,BLEU = 7.70 40.0/14.3/3.8/2.1 (BP = 0.936 ratio = 0.938 hyp_len = 15 ref_len = 16)
174,covered the entire surface of the south island,used to fill the bottom third of the southern isle,BLEU = 9.52 37.5/14.3/8.3/5.0 (BP = 0.779 ratio = 0.800 hyp_len = 8 ref_len = 10)
175,the auxiliary need of art provides the energy of the,an auxiliary unit of power provides the earths energy,BLEU = 10.55 50.0/11.1/6.2/3.6 (BP = 1.000 ratio = 1.111 hyp_len = 10 ref_len = 9)
176,the last segments contain the reproductive organs of the animal,the last segments contained the animals reproductive organs,BLEU = 20.56 60.0/33.3/12.5/7.1 (BP = 1.000 ratio = 1.250 hyp_len = 10 ref_len = 8)
177,ye know when ye have a foller,do you remember when did he take that picture,BLEU = 4.94 14.3/8.3/5.0/3.1 (BP = 0.751 ratio = 0.778 hyp_len = 7 ref_len = 9)
178,that runs,a city that smiles,BLEU = 18.39 50.0/50.0/0.0/0.0 (BP = 0.368 ratio = 0.500 hyp_len = 2 ref_len = 4)
179,pity if you think a little realised the distraction of estella,piti you think that estelas costume is a bit realistic,BLEU = 8.30 27.3/10.0/5.6/3.1 (BP = 1.000 ratio = 1.100 hyp_len = 11 ref_len = 10)
180,the proper space for inspiration work in the project of his life,a place for inspiration work and for the project he had planned all of his life,BLEU = 17.26 66.7/45.5/20.0/5.6 (BP = 0.717 ratio = 0.750 hyp_len = 12 ref_len = 16)
181,in the final moments of the episode hawkins shall be your back,puck and shelby kiss at the final moments of the episode,BLEU = 41.72 50.0/45.5/40.0/33.3 (BP = 1.000 ratio = 1.091 hyp_len = 12 ref_len = 11)
182,his name means the mountain,his name means the green mountain,BLEU = 57.89 100.0/75.0/66.7/50.0 (BP = 0.819 ratio = 0.833 hyp_len = 5 ref_len = 6)
183,stations are described on the following list,the stations are described in the following list,BLEU = 35.64 85.7/66.7/40.0/12.5 (BP = 0.867 ratio = 0.875 hyp_len = 7 ref_len = 8)
184,but at that moment what a madman doesnt see,but not even god could save that poor guy,BLEU = 5.67 22.2/6.2/3.6/2.1 (BP = 1.000 ratio = 1.000 hyp_len = 9 ref_len = 9)
185,dont you have a better way to call me attention,isnt there a less painful way to catch my attention,BLEU = 9.98 40.0/11.1/6.2/3.6 (BP = 1.000 ratio = 1.000 hyp_len = 10 ref_len = 10)
186,for the role tony was the first actor in the music,for his role he won the tony award for best actor in a musical,BLEU = 7.51 54.5/10.0/5.6/3.1 (BP = 0.761 ratio = 0.786 hyp_len = 11 ref_len = 14)
187,the following year he was inaugurated the narrator,next year the oratory was inaugurated,BLEU = 13.13 50.0/14.3/8.3/5.0 (BP = 1.000 ratio = 1.333 hyp_len = 8 ref_len = 6)
188,for that moment the chilling max followed the arbitrary man,until that moment the chilean maps followed the conciliation map,BLEU = 19.64 50.0/33.3/12.5/7.1 (BP = 1.000 ratio = 1.000 hyp_len = 10 ref_len = 10)
189,we duplication is a morphological process extensively used,reduplication is a morphological process widely used,BLEU = 36.56 62.5/42.9/33.3/20.0 (BP = 1.000 ratio = 1.143 hyp_len = 8 ref_len = 7)
190,carnival of the city was built in its centre,in the entrance boulevard the citys carnival takes place,BLEU = 6.27 33.3/6.2/3.6/2.1 (BP = 1.000 ratio = 1.000 hyp_len = 9 ref_len = 9)
191,his several carpenters in this area,it offers several carpentry stores and a sawmill,BLEU = 5.82 16.7/10.0/6.2/4.2 (BP = 0.717 ratio = 0.750 hyp_len = 6 ref_len = 8)
192,not true that they have made the most of them,its not true the frog monster took them,BLEU = 9.98 40.0/11.1/6.2/3.6 (BP = 1.000 ratio = 1.250 hyp_len = 10 ref_len = 8)
193,the fortress is in ruins,currently the fortress is in ruins,BLEU = 81.87 100.0/100.0/100.0/100.0 (BP = 0.819 ratio = 0.833 hyp_len = 5 ref_len = 6)
194,diomedes for his part included in the sum of his officious title damascusa,diomedes included a song composed by him called love in bogota,BLEU = 4.07 23.1/4.2/2.3/1.2 (BP = 1.000 ratio = 1.182 hyp_len = 13 ref_len = 11)
195,is rushing about the esperanza which is very promulgated in some city,he writes about hope which is always hidden somewhere,BLEU = 7.50 25.0/9.1/5.0/2.8 (BP = 1.000 ratio = 1.333 hyp_len = 12 ref_len = 9)
196,then the door,so the doc,BLEU = 27.52 33.3/25.0/25.0/0.0 (BP = 1.000 ratio = 1.000 hyp_len = 3 ref_len = 3)
197,plains dont use commercially because they have no sufficient area,plain membranes are not commercially used because they do not have sufficient area,BLEU = 9.73 60.0/22.2/6.2/3.6 (BP = 0.741 ratio = 0.769 hyp_len = 10 ref_len = 13)
198,it was a decision that soon became controversial,it was a decision that is still open to controversy,BLEU = 40.26 62.5/57.1/50.0/40.0 (BP = 0.779 ratio = 0.800 hyp_len = 8 ref_len = 10)
199,is native to the east of africa tropical and borneo,it is native to tropical west africa and borneo,BLEU = 21.36 70.0/33.3/12.5/7.1 (BP = 1.000 ratio = 1.111 hyp_len = 10 ref_len = 9)
200,theyve got her completed the process messer and norfolk,dave later completed the mixing process in north hollywood,BLEU = 10.55 33.3/12.5/7.1/4.2 (BP = 1.000 ratio = 1.000 hyp_len = 9 ref_len = 9)
201,this machine can easily adapt to formalized orations of natural language quantifiers,this machinery may be easily adapted to build sentences with quantifiers from natural language,BLEU = 7.55 50.0/9.1/5.0/2.8 (BP = 0.846 ratio = 0.857 hyp_len = 12 ref_len = 14)
202,diction it will take weeks to repair it,damn ill take me weeks to repair it,BLEU = 36.56 62.5/42.9/33.3/20.0 (BP = 1.000 ratio = 1.000 hyp_len = 8 ref_len = 8)
203,besides to avoid this reaction thats settled,besides by carrying out this reaction pitts et al,BLEU = 10.92 42.9/16.7/10.0/6.2 (BP = 0.751 ratio = 0.778 hyp_len = 7 ref_len = 9)
204,from that union there were six sons and eleven children,six children and eleven grandchildren resulted from that bond,BLEU = 13.13 60.0/22.2/6.2/3.6 (BP = 1.000 ratio = 1.111 hyp_len = 10 ref_len = 9)
205,they are made up of many investigations to understand their association with ninnis diabetes and inflammation,there is extensive research being conducted to understand its relationship with obesity diabetes and swelling,BLEU = 7.31 31.2/13.3/3.6/1.9 (BP = 1.000 ratio = 1.067 hyp_len = 16 ref_len = 15)
206,it is distributed from east to north of the rock and northeast of erin,they are distributed from turkey northern iraq and northwest iraq,BLEU = 6.29 21.4/7.7/4.2/2.3 (BP = 1.000 ratio = 1.400 hyp_len = 14 ref_len = 10)
207,he set the idea before me,choose the language for default,BLEU = 8.12 16.7/10.0/6.2/4.2 (BP = 1.000 ratio = 1.200 hyp_len = 6 ref_len = 5)
208,he is one of the most big and brightest known stars,its one of the biggest and most luminous stars known to exist,BLEU = 15.74 63.6/20.0/11.1/6.2 (BP = 0.913 ratio = 0.917 hyp_len = 11 ref_len = 12)
209,there are several paragraphs of velocity and speed available for the player,there are several speed and health power ups available to the player,BLEU = 17.83 66.7/27.3/10.0/5.6 (BP = 1.000 ratio = 1.000 hyp_len = 12 ref_len = 12)
210,he was a communist and the activest of korean independents,she was a communist and activist politician who fought for the korean independence,BLEU = 21.54 60.0/33.3/25.0/14.3 (BP = 0.741 ratio = 0.769 hyp_len = 10 ref_len = 13)
211,is located in israel and in egypt,it is found in israel and egypt,BLEU = 27.78 71.4/33.3/20.0/12.5 (BP = 1.000 ratio = 1.000 hyp_len = 7 ref_len = 7)
212,as a member of the party in the municipal government he assumed the responsibility of the constitutional relations,as the councilor of the party in the municipality government she assumed the responsibility of the institutional relations,BLEU = 42.94 72.2/47.1/37.5/26.7 (BP = 1.000 ratio = 1.000 hyp_len = 18 ref_len = 18)
213,he is one of many unknown creatures that are supposed to be in honduras,it is actually one of the numerous unfamiliar species that allegedly live in honduras,BLEU = 8.89 42.9/15.4/4.2/2.3 (BP = 1.000 ratio = 1.000 hyp_len = 14 ref_len = 14)
214,pillars of two metres and one metre of diameter are visible,the two and a half meter diameter pillars are visible,BLEU = 9.86 54.5/10.0/5.6/3.1 (BP = 1.000 ratio = 1.100 hyp_len = 11 ref_len = 10)
215,not only is formed by five sections,the tania is formed for five sections,BLEU = 18.58 57.1/33.3/10.0/6.2 (BP = 1.000 ratio = 1.000 hyp_len = 7 ref_len = 7)
216,however we receive major critics in germany,and of course we got the biggest critics in germany,BLEU = 17.11 57.1/33.3/20.0/12.5 (BP = 0.651 ratio = 0.700 hyp_len = 7 ref_len = 10)
217,hortenses childhood and adolescence in his home,lauren groff spends her childhood and adolescence in her home town,BLEU = 24.55 71.4/50.0/40.0/25.0 (BP = 0.565 ratio = 0.636 hyp_len = 7 ref_len = 11)
218,they have large distances and large distances,i distinguish groups of naked boys that throw themselves from there and swim great distances,BLEU = 2.49 28.6/8.3/5.0/3.1 (BP = 0.319 ratio = 0.467 hyp_len = 7 ref_len = 15)
219,they found human cabals cerebrals dents and brains in the city of the assignments,they found human hair brain teeth and skulls at the murder site,BLEU = 12.01 35.7/15.4/8.3/4.5 (BP = 1.000 ratio = 1.167 hyp_len = 14 ref_len = 12)
220,proclamation of the second republic a part of his prerogatives was held in case,when the second republic was proclaimed a part of its leaders were processed and imprisoned,BLEU = 17.20 50.0/30.8/16.7/4.5 (BP = 0.931 ratio = 0.933 hyp_len = 14 ref_len = 15)
221,i have to be able to help you,i was close to getting scared that time,BLEU = 6.57 25.0/7.1/4.2/2.5 (BP = 1.000 ratio = 1.000 hyp_len = 8 ref_len = 8)
222,version of a grammatical category,part of speech conversion to an adverb,BLEU = 7.16 20.0/12.5/8.3/6.2 (BP = 0.670 ratio = 0.714 hyp_len = 5 ref_len = 7)
223,at the same time the door of the camera has to be a mussulman,at the same time the chambers spokesperson must be a shia muslim,BLEU = 30.58 50.0/38.5/25.0/18.2 (BP = 1.000 ratio = 1.167 hyp_len = 14 ref_len = 12)
224,the valleys and the rivers are precipitous wastes of silence full of natural richness,some of the surrounding hills and valleys offer wonderful quiet oasis filled with rich natural environments,BLEU = 3.68 35.7/3.8/2.1/1.1 (BP = 0.867 ratio = 0.875 hyp_len = 14 ref_len = 16)
225,even if it is not evidence that the rear door of the tower,although there is no evidence around the hill,BLEU = 4.07 23.1/4.2/2.3/1.2 (BP = 1.000 ratio = 1.625 hyp_len = 13 ref_len = 8)
226,mammon pop,to mummy and daddy,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.368 ratio = 0.500 hyp_len = 2 ref_len = 4)
227,brussels that can be found,the arm that gets tired,BLEU = 10.68 20.0/12.5/8.3/6.2 (BP = 1.000 ratio = 1.000 hyp_len = 5 ref_len = 5)
228,he has passed the posterity as the poet of the banquets,he is known as the poet of the feasts,BLEU = 36.72 54.5/40.0/33.3/25.0 (BP = 1.000 ratio = 1.222 hyp_len = 11 ref_len = 9)
229,the women especially among the girls took part in using the african pamphlet as a rivet,women especially young ladies started to wear the african head ties as a symbol of their claim for recognition,BLEU = 7.02 37.5/20.0/3.6/1.9 (BP = 0.829 ratio = 0.842 hyp_len = 16 ref_len = 19)
230,he composed three operas and a ballet and wrote books for musical study,he composed three operas and ballet and wrote books for music studies,BLEU = 57.84 76.9/66.7/54.5/40.0 (BP = 1.000 ratio = 1.083 hyp_len = 13 ref_len = 12)
231,the debut in the first of the armourers it was seen the title of the door,he remained as permanent goalkeeper in the eibar clubs first division debut,BLEU = 5.82 25.0/6.7/3.6/1.9 (BP = 1.000 ratio = 1.333 hyp_len = 16 ref_len = 12)
232,it is located at the foot of the sierra de camacs,there at the bottom of the comechingones mountain range it is located,BLEU = 18.72 63.6/40.0/11.1/6.2 (BP = 0.913 ratio = 0.917 hyp_len = 11 ref_len = 12)
233,the functions of the sultan are the absolute monarch,the duties of a sultan are the same as an absolute monarch,BLEU = 17.39 77.8/37.5/14.3/8.3 (BP = 0.717 ratio = 0.750 hyp_len = 9 ref_len = 12)
234,besides there are five recipes,besides they have recorded five compilations,BLEU = 10.40 40.0/12.5/8.3/6.2 (BP = 0.819 ratio = 0.833 hyp_len = 5 ref_len = 6)
235,the idea of the tax was considered as a membrane in natural causes of seed,the original idea regarding the roof consisted in natural colored silk membrane,BLEU = 6.92 40.0/7.1/3.8/2.1 (BP = 1.000 ratio = 1.250 hyp_len = 15 ref_len = 12)
236,wolfe has been in spain for years,wolf has been on the space in four occasions,BLEU = 10.92 42.9/16.7/10.0/6.2 (BP = 0.751 ratio = 0.778 hyp_len = 7 ref_len = 9)
237,shes puritanized by cordelia de la romola francesco reis and francisco,claudia di girolamo francisco reyes and francisco melo had the leading roles,BLEU = 6.84 18.2/10.0/5.6/3.1 (BP = 0.913 ratio = 0.917 hyp_len = 11 ref_len = 12)
238,kullak can vary from white pink to red and orange,its color can range between white pink a little bit green and orange,BLEU = 9.30 50.0/22.2/6.2/3.6 (BP = 0.741 ratio = 0.769 hyp_len = 10 ref_len = 13)
239,some of the inhabitants were established in the estuary,some of the inhabitants settled in mount athos,BLEU = 31.56 55.6/37.5/28.6/16.7 (BP = 1.000 ratio = 1.125 hyp_len = 9 ref_len = 8)
240,santiago,santiago background,BLEU = 36.79 100.0/0.0/0.0/0.0 (BP = 0.368 ratio = 0.500 hyp_len = 1 ref_len = 2)
241,several of them were buried in different cities of excavations or completing their education,several of them stayed in different foreign cities to complete their education,BLEU = 16.06 57.1/30.8/8.3/4.5 (BP = 1.000 ratio = 1.167 hyp_len = 14 ref_len = 12)
242,you want to do anything,fuck everything,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 2.500 hyp_len = 5 ref_len = 2)
243,diet of this species is disconcerting but it is probably prohibited by small species,this type of diet is unknown but probably he eats lizards and small serpents,BLEU = 4.62 50.0/3.8/2.1/1.1 (BP = 1.000 ratio = 1.000 hyp_len = 14 ref_len = 14)
244,the cactus is based on the figure of the lobes oligarchia,the character is based on iago solla garcía,BLEU = 14.99 36.4/20.0/11.1/6.2 (BP = 1.000 ratio = 1.375 hyp_len = 11 ref_len = 8)
245,plea genesis the fruit of the obesity of the hebrides phoebus to a divine mandate,complete genocide fruit of obedience of the hebrew people to a divine mandate,BLEU = 22.23 53.3/35.7/15.4/8.3 (BP = 1.000 ratio = 1.154 hyp_len = 15 ref_len = 13)
246,they abandoned the company the following year for good health,they left the company the following year due to their bad health condition,BLEU = 31.65 70.0/44.4/37.5/28.6 (BP = 0.741 ratio = 0.769 hyp_len = 10 ref_len = 13)
247,there are many greeks in the province,the province has many greek ruins,BLEU = 14.54 42.9/16.7/10.0/6.2 (BP = 1.000 ratio = 1.167 hyp_len = 7 ref_len = 6)
248,ill come back to you again,the grass always looks greener on the other side,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.607 ratio = 0.667 hyp_len = 6 ref_len = 9)
249,sisters announced a meeting for the last concert in the domination festival,mistress announced a reunion at the last concert at the damnation festival,BLEU = 17.24 58.3/27.3/10.0/5.6 (BP = 1.000 ratio = 1.000 hyp_len = 12 ref_len = 12)
250,it is the only real village of santa fe declared historical monument,it is the only rural village of santa fe that was declared a historical monument,BLEU = 37.16 91.7/63.6/40.0/22.2 (BP = 0.779 ratio = 0.800 hyp_len = 12 ref_len = 15)
251,hilson represents the paradise of the iroquois of the service,pilsen represents the paradigm of the uruguayan taste for beer,BLEU = 11.87 40.0/22.2/6.2/3.6 (BP = 1.000 ratio = 1.000 hyp_len = 10 ref_len = 10)
252,fabrication materials very enormously,the manufacturing resources range widely,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.779 ratio = 0.800 hyp_len = 4 ref_len = 5)
253,capitol santa maria,santa maria is its main district,BLEU = 20.25 66.7/50.0/50.0/0.0 (BP = 0.368 ratio = 0.500 hyp_len = 3 ref_len = 6)
254,he arrived at los angeles in the shape of a season for his mother,he has temporarily come back to los angeles in order to look after his mother,BLEU = 12.95 42.9/23.1/8.3/4.5 (BP = 0.931 ratio = 0.933 hyp_len = 14 ref_len = 15)
255,they published all the authors in courses such as patriarch,all future corsican writers would publish in it such as petru rocca,BLEU = 8.17 40.0/11.1/6.2/3.6 (BP = 0.819 ratio = 0.833 hyp_len = 10 ref_len = 12)
256,once they are ready they will go to the castle,before i learn to ride a bike,BLEU = 4.20 10.0/5.6/3.1/1.8 (BP = 1.000 ratio = 1.429 hyp_len = 10 ref_len = 7)
257,stales are reddish with short hairs and lice when they are young,its stems are tangled with short soft hair when they are young,BLEU = 26.20 58.3/36.4/20.0/11.1 (BP = 1.000 ratio = 1.000 hyp_len = 12 ref_len = 12)
258,is mainly represented by the commercial activity construction services terrestrial men are among others,its main activities include minor trade construction services and small scale tourism among others,BLEU = 8.03 28.6/15.4/4.2/2.3 (BP = 1.000 ratio = 1.000 hyp_len = 14 ref_len = 14)
259,he is kaido of the gods of saint martin,what goes around comes around,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 1.800 hyp_len = 9 ref_len = 5)
260,to tell you to know,not the toyota,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 1.667 hyp_len = 5 ref_len = 3)
261,type of construction does not mean that the valve has a reduced price,this type of construction makes that the valve has a lower price,BLEU = 39.83 69.2/50.0/36.4/20.0 (BP = 1.000 ratio = 1.083 hyp_len = 13 ref_len = 12)
262,the plan worked and the obsolete,a strict secret the plan was made through,BLEU = 11.63 33.3/20.0/12.5/8.3 (BP = 0.717 ratio = 0.750 hyp_len = 6 ref_len = 8)
263,the only solid that they want is to become a trainer,now the only way out is to become a coach,BLEU = 27.90 54.5/40.0/22.2/12.5 (BP = 1.000 ratio = 1.100 hyp_len = 11 ref_len = 10)
264,hanna the team that has made your plantation,the team getting the highest score wins,BLEU = 11.04 25.0/14.3/8.3/5.0 (BP = 1.000 ratio = 1.143 hyp_len = 8 ref_len = 7)
265,these four were lost in their totality,those pictures were totally sold,BLEU = 6.57 14.3/8.3/5.0/3.1 (BP = 1.000 ratio = 1.400 hyp_len = 7 ref_len = 5)
266,the line finally became a line of raiders,the line eventually was converted into a radar network,BLEU = 10.79 37.5/14.3/8.3/5.0 (BP = 0.882 ratio = 0.889 hyp_len = 8 ref_len = 9)
267,is located in the south of new caledonia,you can find it in the south of new caledonia,BLEU = 52.99 75.0/71.4/66.7/60.0 (BP = 0.779 ratio = 0.800 hyp_len = 8 ref_len = 10)
268,this scene has had a shape and uses the sole link,in this scene their hair is curled and they are wearing sunglasses,BLEU = 7.57 27.3/10.0/5.6/3.1 (BP = 0.913 ratio = 0.917 hyp_len = 11 ref_len = 12)
269,yes and there is a population of different species,the island has a population of different tree species,BLEU = 31.56 55.6/37.5/28.6/16.7 (BP = 1.000 ratio = 1.000 hyp_len = 9 ref_len = 9)
270,i wish to see zobeide sophie the one who is surprised,sophie gives moose a kiss which takes him by surprise,BLEU = 3.75 9.1/5.0/2.8/1.6 (BP = 1.000 ratio = 1.100 hyp_len = 11 ref_len = 10)
271,movie one prizes in edinburgh or sylvania,the movie won awards in edinburgh bratislava and philadelphia,BLEU = 10.92 42.9/16.7/10.0/6.2 (BP = 0.751 ratio = 0.778 hyp_len = 7 ref_len = 9)
272,later studied economy at the university,he was then granted the degree of agronomist by the university of chile,BLEU = 5.06 33.3/20.0/12.5/8.3 (BP = 0.311 ratio = 0.462 hyp_len = 6 ref_len = 13)
273,and buenaventura was the most notable person of the assembly,saint buenaventura was without a doubt the most remarkable character in the assembly,BLEU = 10.77 60.0/33.3/6.2/3.6 (BP = 0.741 ratio = 0.769 hyp_len = 10 ref_len = 13)
274,unfortunately the same year it is said that they live only in the colony,once safe uncle david tells ray about the colony,BLEU = 5.68 14.3/7.7/4.2/2.3 (BP = 1.000 ratio = 1.556 hyp_len = 14 ref_len = 9)
275,the following diagram shows the locations in a cylinder radio,the following diagram shows the towns in a radius of blank from south sumter,BLEU = 30.29 70.0/55.6/37.5/28.6 (BP = 0.670 ratio = 0.714 hyp_len = 10 ref_len = 14)
276,you dont like them will you,those who wont do it will lose the membership to the entity,BLEU = 2.99 16.7/10.0/6.2/4.2 (BP = 0.368 ratio = 0.500 hyp_len = 6 ref_len = 12)
277,what is the person that is better known,lotta is the character we least know about,BLEU = 11.04 25.0/14.3/8.3/5.0 (BP = 1.000 ratio = 1.000 hyp_len = 8 ref_len = 8)
278,the economy of the painting is based on the production of the famous sombrero panama,the economy of the pintada is based on the production of the famous panama hat,BLEU = 66.06 86.7/71.4/61.5/50.0 (BP = 1.000 ratio = 1.000 hyp_len = 15 ref_len = 15)
279,he was born in new york but was born in california,she was born in oak park illinois but she was raised in california,BLEU = 15.91 63.6/30.0/11.1/6.2 (BP = 0.834 ratio = 0.846 hyp_len = 11 ref_len = 13)
280,however more often they accepted and they have been called from then on to respect,later on of course they agreed to it and they have been backing her ever since in this matter,BLEU = 14.49 46.7/21.4/15.4/8.3 (BP = 0.766 ratio = 0.789 hyp_len = 15 ref_len = 19)
281,the mysterious dorani karma of the tinta,the mysterious owner and manager of the shop,BLEU = 16.10 57.1/33.3/10.0/6.2 (BP = 0.867 ratio = 0.875 hyp_len = 7 ref_len = 8)
282,original music,additional musicians,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 1.000 hyp_len = 2 ref_len = 2)
283,ecco di cortis sergia theodora ponza,string arrangement sergio tilo gonzalez,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 1.200 hyp_len = 6 ref_len = 5)
284,a vega cuba with two hundred men without deciding on the objective of his trip,he sailed to cuba with two hundred men without ever telling them the purpose of the journey,BLEU = 30.45 53.3/35.7/30.8/25.0 (BP = 0.875 ratio = 0.882 hyp_len = 15 ref_len = 17)
285,best selling member one every,the top ranking team was the host of each game,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.368 ratio = 0.500 hyp_len = 5 ref_len = 10)
286,with the advent of the computation the calculus had to be high velocities,with the introduction of computers calculations could be made at high speeds,BLEU = 7.77 38.5/8.3/4.5/2.5 (BP = 1.000 ratio = 1.083 hyp_len = 13 ref_len = 12)
287,he has attacked tribunes and preferences,it offers a roofed grandstand and preferential seats,BLEU = 5.82 16.7/10.0/6.2/4.2 (BP = 0.717 ratio = 0.750 hyp_len = 6 ref_len = 8)
