,Unnamed: 0,path,source_text,pred_text,ref_text,ASR_BLEU,COMET,METEOR,BLASER
174,174,common_voice_es_19606108.mp3,contribuyentes incluidos charles t jackson augustus a gould entre otros,charles t jackson of bustus and gordon among others,contributors include charles t jackson augustus a gould among others,BLEU = 19.97 55.6/37.5/14.3/8.3 (BP = 0.895 ratio = 0.900 hyp_len = 9 ref_len = 10),0.7064113616943359,0.48888888888888893,3.306920051574707
175,175,common_voice_es_19453494.mp3,otras fuentes afirman que fue martirizada y enterrada en civitavecchia,other works were made and buried in siberia,other sources affirmed that she has been tortured and buried in civitavecchia,BLEU = 13.40 50.0/28.6/16.7/10.0 (BP = 0.607 ratio = 0.667 hyp_len = 8 ref_len = 12),0.4285360276699066,0.32327586206896547,3.2728209495544434
176,176,common_voice_es_19727064.mp3,son restos de dos crujías,it remains so too,they are the remains of two corridors,BLEU = 7.55 25.0/16.7/12.5/12.5 (BP = 0.472 ratio = 0.571 hyp_len = 4 ref_len = 7),0.3992128074169159,0.07462686567164178,2.796879529953003
177,177,common_voice_es_20046533.mp3,es nativa de nueva zelanda en la región de nelson,a snail to new zealand in the region of nelson,it is native to new zealand in the region of nelson,BLEU = 68.75 80.0/77.8/75.0/71.4 (BP = 0.905 ratio = 0.909 hyp_len = 10 ref_len = 11),0.6460053324699402,0.7332282110091743,4.041036128997803
178,178,common_voice_es_19746107.mp3,posteriormente estuvo radicado durante unos meses en bariloche siendo docente del instituto balseiro,later he was raised during a few months in beryl ore,afterwards he lived in bariloche for a few months as a teacher at the instituto balseiro,BLEU = 10.06 45.5/20.0/11.1/6.2 (BP = 0.635 ratio = 0.688 hyp_len = 11 ref_len = 16),0.4220447242259979,0.3297491039426523,3.100761890411377
179,179,common_voice_es_19955700.mp3,la sede es saintejulienne aunque la ciudad más poblada es saintlinlaurentides,its the city of saint julian although the town has no town,the capital is sainte julienne although the most populated city is saint lin laurentides,BLEU = 7.21 41.7/9.1/5.0/2.8 (BP = 0.846 ratio = 0.857 hyp_len = 12 ref_len = 14),0.5458434820175171,0.26956521739130435,3.2462034225463867
180,180,common_voice_es_19534703.mp3,se remata la misma con una espadaña moderna con dos campanas,the same with the modern space of two camps,it is crowned with a modern bell gable with two bells,BLEU = 5.02 33.3/6.2/3.6/2.1 (BP = 0.801 ratio = 0.818 hyp_len = 9 ref_len = 11),0.4706169664859772,0.13888888888888887,3.1838560104370117
181,181,common_voice_es_19613137.mp3,conoce a una personalidad de radio billy magic quien lo toma bajo su ala,it has a personality of its own,he meets a radio personality billy magic who takes him under his wing,BLEU = 3.31 28.6/8.3/5.0/3.1 (BP = 0.424 ratio = 0.538 hyp_len = 7 ref_len = 13),0.4248570203781128,0.08064516129032259,2.892859935760498
182,182,common_voice_es_18971642.mp3,el viejo jarocho comenzó a tener corro y creció su ganancia,heracless wife started to have a friend,the old man from veracruz started being persuasive and had more profit,BLEU = 3.21 14.3/8.3/5.0/3.1 (BP = 0.490 ratio = 0.583 hyp_len = 7 ref_len = 12),0.4573896825313568,0.043478260869565216,2.7061309814453125
183,183,common_voice_es_19969395.mp3,la ciudad cuenta con dos centros de educación secundaria,the city has the secondary education centers,there are two secondary education centers in the city,BLEU = 23.10 71.4/50.0/20.0/12.5 (BP = 0.751 ratio = 0.778 hyp_len = 7 ref_len = 9),0.8709641098976135,0.5068181818181817,4.346168518066406
184,184,common_voice_es_18425700.mp3,ni siquiera puedo salir volando por una ventana,he doesnt want to go out for a walk,i cant even fly off a window,BLEU = 4.77 11.1/6.2/3.6/2.1 (BP = 1.000 ratio = 1.286 hyp_len = 9 ref_len = 7),0.5153865814208984,0.06944444444444445,3.3900110721588135
185,185,common_voice_es_18666622.mp3,nos hemos quedado colgando,we have gone away,we found ourselves hanging,BLEU = 15.97 25.0/16.7/12.5/12.5 (BP = 1.000 ratio = 1.000 hyp_len = 4 ref_len = 4),0.4260292053222656,0.125,3.290440559387207
186,186,common_voice_es_18758540.mp3,usted tiene conocimientos militares quiero que organice,its military knowledge,you have military knowledge i want you to manage,BLEU = 7.45 66.7/50.0/50.0/0.0 (BP = 0.135 ratio = 0.333 hyp_len = 3 ref_len = 9),0.5656804442405701,0.2232142857142857,3.0109620094299316
187,187,common_voice_es_19608227.mp3,en sus últimos años sin embargo atravesó una profunda crisis,however there was a deep crisis,in his last years however he was in a deep crisis,BLEU = 14.92 83.3/40.0/25.0/16.7 (BP = 0.435 ratio = 0.545 hyp_len = 6 ref_len = 11),0.6997835636138916,0.4247619047619048,4.263299942016602
188,188,common_voice_es_19764029.mp3,agobiada por la situación angelina huye con su enamorado germán,at that time angelina was married to her brother,angelina was overwhelmed by the situation and ran away with her lover german,BLEU = 6.77 33.3/12.5/7.1/4.2 (BP = 0.641 ratio = 0.692 hyp_len = 9 ref_len = 13),0.5352559685707092,0.2028218694885362,3.2897372245788574
189,189,common_voice_es_19687045.mp3,muy ocasionalmente ha jugado algún encuentro en el estadio de anoeta,he has played some role in the narrators story,occasionally it has played some matches at anoeta stadium,BLEU = 17.75 33.3/25.0/14.3/8.3 (BP = 1.000 ratio = 1.000 hyp_len = 9 ref_len = 9),0.44096753001213074,0.3271604938271605,3.0642542839050293
190,190,common_voice_es_19620559.mp3,los brujos pueden utilizar diversos objetos mágicos entre ellos escobas y calderos,they can use different magic objects between them snacks and snacks,wizards can use various magical objects including brooms and cauldrons,BLEU = 8.91 36.4/10.0/5.6/3.1 (BP = 1.000 ratio = 1.100 hyp_len = 11 ref_len = 10),0.4663155972957611,0.44158415841584164,3.231034755706787
191,191,common_voice_es_19707508.mp3,además es el fuerte más grande de todos,its also the most gracious of all,in addition it is the biggest fort ever,BLEU = 5.69 14.3/8.3/5.0/3.1 (BP = 0.867 ratio = 0.875 hyp_len = 7 ref_len = 8),0.5358204245567322,0.12658227848101264,3.4941956996917725
192,192,common_voice_es_19706729.mp3,los otros precandidatos reconocieron los resultados y dieron su apoyo a solís,the other candidates recognized the results and gave their support to solace,the other pre candidates admitted the results and gave their support to solis,BLEU = 53.91 83.3/63.6/50.0/44.4 (BP = 0.920 ratio = 0.923 hyp_len = 12 ref_len = 13),0.6974713206291199,0.7647286821705428,3.9926576614379883
193,193,common_voice_es_19722327.mp3,en los instrumentos de viento de metal las llaves adoptan el nombre de pistones,the lights are lighted in the metal instruments,the keys change the name to valves in woodwind instruments,BLEU = 6.08 50.0/7.1/4.2/2.5 (BP = 0.779 ratio = 0.800 hyp_len = 8 ref_len = 10),0.48930153250694275,0.20408163265306123,2.9875903129577637
194,194,common_voice_es_19134957.mp3,no se encontró la plata,he didnt find the floor,the silver was not found,BLEU = 10.68 20.0/12.5/8.3/6.2 (BP = 1.000 ratio = 1.000 hyp_len = 5 ref_len = 5),0.44240427017211914,0.10000000000000002,3.141191005706787
195,195,common_voice_es_19106595.mp3,trae yo se lo doy,stunned,bring it i will give it to him,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.001 ratio = 0.125 hyp_len = 1 ref_len = 8),0.44526246190071106,0.0,2.361379623413086
196,196,common_voice_es_19893550.mp3,por esta doble seguridad los notarios son la forma preferida de verificación,for this double security the names are the shape of verification,given this double security notaries are the preferred method of verification,BLEU = 20.50 63.6/40.0/11.1/6.2 (BP = 1.000 ratio = 1.000 hyp_len = 11 ref_len = 11),0.6233745813369751,0.611317254174397,3.6252267360687256
197,197,common_voice_es_19641171.mp3,practicó el comentario de columna doble mientras lo hacía,he practised the double colum,he practiced the double column commentary while doing it,BLEU = 10.62 60.0/25.0/16.7/12.5 (BP = 0.449 ratio = 0.556 hyp_len = 5 ref_len = 9),0.7230510115623474,0.297157622739018,3.513416290283203
198,198,common_voice_es_19997917.mp3,el turismo es una actividad importante para el sector de artes visuales y artesanía,tourism is an important activity for the visual in our sector,tourism is an important activity for visual art and handicraft sectors,BLEU = 47.99 63.6/50.0/44.4/37.5 (BP = 1.000 ratio = 1.000 hyp_len = 11 ref_len = 11),0.6671826243400574,0.7080965909090909,4.112310409545898
199,199,common_voice_es_19770076.mp3,dick flutie había estado enfermo y había sido hospitalizado,that thirty had been buried and had been hospitalized,dick flutie was sick and had been hospitalized,BLEU = 29.85 44.4/37.5/28.6/16.7 (BP = 1.000 ratio = 1.125 hyp_len = 9 ref_len = 8),0.4595606029033661,0.48996913580246915,3.042708396911621
200,200,common_voice_es_19711574.mp3,al año siguiente apareció en striptease,the following year he appeared in paris,the next year she appeared on striptease,BLEU = 8.64 42.9/8.3/5.0/3.1 (BP = 1.000 ratio = 1.000 hyp_len = 7 ref_len = 7),0.5932639241218567,0.2142857142857143,3.4934287071228027
201,201,common_voice_es_18687909.mp3,chile es un país,its a country,chile is a country,BLEU = 39.43 66.7/50.0/50.0/0.0 (BP = 0.717 ratio = 0.750 hyp_len = 3 ref_len = 4),0.6323233246803284,0.48076923076923084,3.432936429977417
202,202,common_voice_es_19549168.mp3,la fiesta se interrumpe y todos se marchan,the party goes back and everything goes back,the party is suspended and everyone leaves,BLEU = 12.22 37.5/14.3/8.3/5.0 (BP = 1.000 ratio = 1.143 hyp_len = 8 ref_len = 7),0.4773683249950409,0.3599374021909233,3.1166961193084717
203,203,common_voice_es_19606106.mp3,anteriormente era amiga de cruella desde la escuela,he was a friend of creation from the school,previously she was friends of the cruella from school,BLEU = 7.13 55.6/6.2/3.6/2.1 (BP = 1.000 ratio = 1.000 hyp_len = 9 ref_len = 9),0.6232194304466248,0.4737654320987654,3.3918423652648926
204,204,common_voice_es_19124312.mp3,dicho número contenía una entrevista a linus torvalds creador de linux,this number had an interview with lennox creator,this issue contained an interview with linus torvalds the creator of linux,BLEU = 14.17 62.5/28.6/16.7/10.0 (BP = 0.607 ratio = 0.667 hyp_len = 8 ref_len = 12),0.647467315196991,0.38448275862068976,3.4036684036254883
205,205,common_voice_es_19730533.mp3,todas las galas se celebraron en tampere,all the games were celebrated in tampa,all festivals have been held in tampere,BLEU = 7.81 28.6/8.3/5.0/3.1 (BP = 1.000 ratio = 1.000 hyp_len = 7 ref_len = 7),0.751047670841217,0.14285714285714285,3.691885471343994
206,206,common_voice_es_19200345.mp3,su familia era originaria de emilia,his family is located in the city,her family was native to emilia,BLEU = 6.57 14.3/8.3/5.0/3.1 (BP = 1.000 ratio = 1.167 hyp_len = 7 ref_len = 6),0.6823449730873108,0.0819672131147541,3.2160513401031494
207,207,common_voice_es_19141078.mp3,durante la coronación el condestable guarda el caballo del rey,hearing the coroners verdict the concessible guard against the king,during the coronation the constable keeps the kings horse,BLEU = 5.52 30.0/5.6/3.1/1.8 (BP = 1.000 ratio = 1.111 hyp_len = 10 ref_len = 9),0.47535285353660583,0.49010989010989015,3.1932296752929688
208,208,common_voice_es_19952621.mp3,enterado de esta traición el emperador marchó inmediatamente hacia el sur,in addition to this tradition vampire moved to the south,having learned of this betrayal the emperor immediately went to the south,BLEU = 13.74 40.0/22.2/12.5/7.1 (BP = 0.819 ratio = 0.833 hyp_len = 10 ref_len = 12),0.44234606623649597,0.3177966101694915,3.3639750480651855
209,209,common_voice_es_19717028.mp3,algunos de sus batallones tomaron parte directa en los combates apoyando a otras divisiones,some of his battles took part in the pampas following other divisions,some of his battalions took a direct participation in the battles supporting other divisions,BLEU = 16.70 75.0/36.4/10.0/5.6 (BP = 0.846 ratio = 0.857 hyp_len = 12 ref_len = 14),0.5649214386940002,0.5962605117194489,3.8136513233184814
210,210,common_voice_es_18956273.mp3,empezar de cero ¿ eh anda que,know what,start from zero huh so what,BLEU = 6.77 50.0/50.0/0.0/0.0 (BP = 0.135 ratio = 0.333 hyp_len = 2 ref_len = 6),0.5399550199508667,0.08928571428571427,2.730239152908325
211,211,common_voice_es_19666864.mp3,a pesar de todo lo expuesto las casas existen,the houses are still there,despite all this the houses exist,BLEU = 17.49 40.0/25.0/16.7/12.5 (BP = 0.819 ratio = 0.833 hyp_len = 5 ref_len = 6),0.6868529915809631,0.4990583804143125,2.870060920715332
212,212,common_voice_es_19607114.mp3,el edificio fue promovido por el adinerado comerciante eudoro pardo labarta,the building was completed by the commercial manager aldo podol of varta,the building was sponsored by the wealthy businessman eudoro pardo labarta,BLEU = 15.85 41.7/27.3/10.0/5.6 (BP = 1.000 ratio = 1.091 hyp_len = 12 ref_len = 11),0.7200635671615601,0.4360360360360361,3.2071590423583984
213,213,common_voice_es_18796571.mp3,¿ conoces estas formas de vida sí,you know these things,do you know these ways of life yes i do,BLEU = 13.27 75.0/66.7/50.0/50.0 (BP = 0.223 ratio = 0.400 hyp_len = 4 ref_len = 10),0.6187431812286377,0.31323877068557915,3.1927452087402344
214,214,common_voice_es_19613139.mp3,se cree que fue el primer edificio de australia que usó una configuración así,it was the first building of australia that used it as a configuration,it is believed that it was the first building in australia to use such a structure,BLEU = 26.59 69.2/33.3/27.3/20.0 (BP = 0.794 ratio = 0.812 hyp_len = 13 ref_len = 16),0.7940698266029358,0.5277070063694267,4.172204494476318
215,215,common_voice_es_19960473.mp3,la versión de vinilo incluía un póster de la banda,the version of vanilla included a band,the presentation of the vinyl album contained a poster of the band,BLEU = 4.55 57.1/8.3/5.0/3.1 (BP = 0.490 ratio = 0.583 hyp_len = 7 ref_len = 12),0.5176907181739807,0.17391304347826086,3.847586154937744
216,216,common_voice_es_18372322.mp3,a buen caballo buen jinete,good,a good horse for a good rider,BLEU = 0.25 100.0/0.0/0.0/0.0 (BP = 0.002 ratio = 0.143 hyp_len = 1 ref_len = 7),0.4964156448841095,0.078125,2.8711283206939697
217,217,common_voice_es_19609531.mp3,rose hace varias apariciones en la cuarta temporada,where is her several appearances,rose makes several appearances in season four,BLEU = 14.32 40.0/25.0/16.7/12.5 (BP = 0.670 ratio = 0.714 hyp_len = 5 ref_len = 7),0.5513428449630737,0.275735294117647,3.179473400115967
218,218,common_voice_es_19609150.mp3,casas levantadas con las características principales del somontano aunque no siguen un carácter unitario,his main characteristics were surmounting although not a unique character,these houses have been built with the main somantano characteristics even though they do not follow a single nature,BLEU = 2.41 40.0/5.6/3.1/1.8 (BP = 0.407 ratio = 0.526 hyp_len = 10 ref_len = 19),0.4793291389942169,0.13812154696132597,3.1435813903808594
219,219,common_voice_es_19608229.mp3,ocho grupos de seis equipos y uno de cinco participarán en la eliminatoria,he is eighteen and one of five members in the illumination,eight groups of six teams and one of five will participate in the playoffs,BLEU = 21.24 54.5/40.0/22.2/12.5 (BP = 0.761 ratio = 0.786 hyp_len = 11 ref_len = 14),0.45013710856437683,0.429845904298459,3.0556302070617676
220,220,common_voice_es_19738086.mp3,en esta sierra se emerge la isla de alborán que pertenece a esta,the island of bourbon is located in this town,in these mountains the alboran island emerged which is part of those mountains,BLEU = 4.57 55.6/6.2/3.6/2.1 (BP = 0.641 ratio = 0.692 hyp_len = 9 ref_len = 13),0.4933146834373474,0.19841269841269843,3.40407133102417
221,221,common_voice_es_19716503.mp3,desempeñó un papel fundamental en la muerte del generalfeldmarschall erwin rommel,he made a fond and gentle role in the death of general foma coeur in rome,he had an important role in the death of general feldmarschall erwin rommel,BLEU = 31.31 43.8/33.3/28.6/23.1 (BP = 1.000 ratio = 1.231 hyp_len = 16 ref_len = 13),0.4247259497642517,0.47721344176768454,2.8234362602233887
222,222,common_voice_es_19647509.mp3,al timbre una corona mural de provincia,at that time a mural crown,at the top a provincial crown mural,BLEU = 9.72 66.7/10.0/6.2/4.2 (BP = 0.846 ratio = 0.857 hyp_len = 6 ref_len = 7),0.6730280518531799,0.2898550724637681,3.480166435241699
223,223,common_voice_es_19764027.mp3,comprende material temático extra durante la recapitulación,covers the extra material during the recovery,it includes extra thematic material during the summery,BLEU = 22.77 57.1/33.3/20.0/12.5 (BP = 0.867 ratio = 0.875 hyp_len = 7 ref_len = 8),0.5956109762191772,0.4746835443037974,3.5931715965270996
224,224,common_voice_es_19612240.mp3,resistió con firmeza y los otomanos tan sólo lograron ocupar los territorios circundantes,he resisted with a firmness and the ottomans only lost their surrounding territory,it resisted fiercely therefore the ottomans only managed to occupy the surrounding territories,BLEU = 13.07 38.5/16.7/9.1/5.0 (BP = 1.000 ratio = 1.000 hyp_len = 13 ref_len = 13),0.7339233756065369,0.3931623931623932,4.4080705642700195
225,225,common_voice_es_19620557.mp3,está construido de hormigón armado,it is built by strong arms,its built with reinforced concrete,BLEU = 8.12 16.7/10.0/6.2/4.2 (BP = 1.000 ratio = 1.200 hyp_len = 6 ref_len = 5),0.5484668016433716,0.19607843137254904,3.935725688934326
226,226,common_voice_es_19134959.mp3,aquí se ubican los baños termales,this is located on the line,here are the hot springs,BLEU = 8.12 16.7/10.0/6.2/4.2 (BP = 1.000 ratio = 1.200 hyp_len = 6 ref_len = 5),0.509639322757721,0.09803921568627452,2.8055851459503174
227,227,common_voice_es_18384550.mp3,cada loco con su tema y cada lobo por su senda,its called the psalm and each song,every madman has his tune and every wold his track,BLEU = 4.28 14.3/8.3/5.0/3.1 (BP = 0.651 ratio = 0.700 hyp_len = 7 ref_len = 10),0.493381142616272,0.05154639175257732,2.3444838523864746
228,228,common_voice_es_19722329.mp3,en la administración hay una secretaría nacional estatales y gubernamentales,there is a national secretary state and government,there are national state and governmental secretarys offices in the government,BLEU = 9.55 62.5/14.3/8.3/5.0 (BP = 0.687 ratio = 0.727 hyp_len = 8 ref_len = 11),0.7819964289665222,0.3984942886812045,4.088648796081543
229,229,common_voice_es_20007695.mp3,una ancha banda de gas y polvo oculta la estrella central,the central street is open,a wide band of gas and dust hides the central star,BLEU = 6.43 40.0/25.0/16.7/12.5 (BP = 0.301 ratio = 0.455 hyp_len = 5 ref_len = 11),0.38762006163597107,0.18028846153846154,2.8999691009521484
230,230,common_voice_es_19121727.mp3,the los angeles times,but los angeles,the angeles times,BLEU = 27.52 33.3/25.0/25.0/0.0 (BP = 1.000 ratio = 1.000 hyp_len = 3 ref_len = 3),0.6341796517372131,0.16666666666666666,4.015209674835205
231,231,common_voice_es_19607113.mp3,en la planta baja mezcla elementos góticos y renacentistas,the gothic elements are found in the floor,on the ground floor gothic and renaissance elements are mixed,BLEU = 10.82 62.5/14.3/8.3/5.0 (BP = 0.779 ratio = 0.800 hyp_len = 8 ref_len = 10),0.7873026728630066,0.43509070294784574,3.150343418121338
232,232,common_voice_es_20001247.mp3,se desconoce el nombre del padre,the name of the father is unknown,the fathers name is unknown,BLEU = 15.62 57.1/16.7/10.0/6.2 (BP = 1.000 ratio = 1.400 hyp_len = 7 ref_len = 5),0.9570683836936951,0.8576923076923078,4.533323287963867
233,233,common_voice_es_18976640.mp3,¡ vanidoso ¿ para quién te acicalas,ascot,the vanity for whom are you grooming yourself,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.001 ratio = 0.125 hyp_len = 1 ref_len = 8),0.34199801087379456,0.0,2.291268825531006
234,234,common_voice_es_19960474.mp3,el anillo vengó a su hacedor y traicionó a isildur deslizándose de su dedo,he went to his age and moved tirelessly left behind,the ring avenged its creator and betrayed isildur slipping from his finger,BLEU = 4.09 20.0/5.6/3.1/1.8 (BP = 0.819 ratio = 0.833 hyp_len = 10 ref_len = 12),0.3896777033805847,0.0847457627118644,2.422311782836914
235,235,common_voice_es_19760407.mp3,gamarra reconoció el gobierno de la fuente era evidente que ambos se hallaban confabulados,amara recognised the government of louvain,gamarra acknowledged la fuentes administration it was obvious that they were both conspiring,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.311 ratio = 0.462 hyp_len = 6 ref_len = 13),0.47367480397224426,0.0,2.7988791465759277
236,236,common_voice_es_19689247.mp3,el test de binet y simon permite calcular el cociente intelectual,its worth living and it wants to take part in the school,the binet and simon test allows us to measure the i q,BLEU = 4.46 25.0/4.5/2.5/1.4 (BP = 1.000 ratio = 1.000 hyp_len = 12 ref_len = 12),0.4255088269710541,0.125,2.3901124000549316
237,237,common_voice_es_19609536.mp3,es el único que ha logrado ganar carreras y campeonatos,its the only one who has one career in champing,hes the only one who managed to win races and championships,BLEU = 23.77 40.0/33.3/25.0/14.3 (BP = 0.905 ratio = 0.909 hyp_len = 10 ref_len = 11),0.5495972633361816,0.28956422018348627,3.104398250579834
238,238,common_voice_es_19716504.mp3,sin embargo la mayor parte fue enviado a roma,however the most part was in rome,however rome received almost everything,BLEU = 7.81 28.6/8.3/5.0/3.1 (BP = 1.000 ratio = 1.400 hyp_len = 7 ref_len = 5),0.6405250430107117,0.28846153846153844,4.242889404296875
239,239,common_voice_es_19690515.mp3,su misión es estimular la colaboración internacional en todas las áreas de la matemática,the international collaboration in both areas of the mass,his mission is promoting international cooperation in all mathematical areas,BLEU = 5.61 33.3/6.2/3.6/2.1 (BP = 0.895 ratio = 0.900 hyp_len = 9 ref_len = 10),0.534324586391449,0.15151515151515152,3.2280972003936768
240,240,common_voice_es_19599103.mp3,sobre la parte de poniente se alzaba la espadaña que sustentaba las campanas,on the left side the space was covered,on the western side was the bell gable that supported the bells,BLEU = 8.42 62.5/14.3/8.3/5.0 (BP = 0.607 ratio = 0.667 hyp_len = 8 ref_len = 12),0.41017088294029236,0.2155172413793104,3.040053606033325
241,241,common_voice_es_18648697.mp3,¿ qué tal a tres de cinco,it has three or five,what about three of five,BLEU = 12.70 40.0/12.5/8.3/6.2 (BP = 1.000 ratio = 1.000 hyp_len = 5 ref_len = 5),0.562214195728302,0.20000000000000004,3.3919780254364014
242,242,common_voice_es_19597631.mp3,la cuarta etapa estaba divididas en dos sectores,the floor was divided into sections,the fourth stage was divided into two segments,BLEU = 23.26 66.7/40.0/25.0/16.7 (BP = 0.717 ratio = 0.750 hyp_len = 6 ref_len = 8),0.617820680141449,0.5717948717948719,3.6062510013580322
243,243,common_voice_es_19707501.mp3,la mitad de esos fondos piensa obtenerlos del fondo social europeo,the use of these funds to obtain the european social fund,he is considering obtaining half of these funds from the european social fund,BLEU = 28.29 63.6/50.0/33.3/12.5 (BP = 0.834 ratio = 0.846 hyp_len = 11 ref_len = 13),0.7541037201881409,0.6085205078125001,4.038253307342529
244,244,common_voice_es_20027425.mp3,casó con luna gonzález madariaga,he was married to a solace moderator,he married to luna gonzalez madariaga,BLEU = 14.54 42.9/16.7/10.0/6.2 (BP = 1.000 ratio = 1.167 hyp_len = 7 ref_len = 6),0.4512306749820709,0.4189435336976321,2.753478527069092
245,245,common_voice_es_19640091.mp3,ya no había para donde hacerse,theres nothing to do,there was nowhere to do that,BLEU = 19.38 50.0/33.3/25.0/25.0 (BP = 0.607 ratio = 0.667 hyp_len = 4 ref_len = 6),0.8205782771110535,0.4406130268199233,3.6935296058654785
246,246,common_voice_es_19745981.mp3,el macho es ligeramente mayor pero ambos sexos son del mismo color,its generally better but both sexes are the same colour,the male is slightly bigger but both sexes are the same color,BLEU = 42.33 60.0/55.6/50.0/42.9 (BP = 0.819 ratio = 0.833 hyp_len = 10 ref_len = 12),0.6541128754615784,0.5923555863023174,3.9537272453308105
247,247,common_voice_es_18332482.mp3,¿ qué estas tratando de hacer  nada ,what is wrong no,what are you trying to do nothing,BLEU = 7.55 25.0/16.7/12.5/12.5 (BP = 0.472 ratio = 0.571 hyp_len = 4 ref_len = 7),0.48687881231307983,0.07462686567164178,3.5114293098449707
248,248,common_voice_es_19635390.mp3,la visita sin guía es gratuita,the visit is great,the visit without a guided tour is free of charge,BLEU = 7.89 75.0/33.3/25.0/25.0 (BP = 0.223 ratio = 0.400 hyp_len = 4 ref_len = 10),0.5690926313400269,0.27186761229314416,2.910940647125244
249,249,common_voice_es_19711573.mp3,ellos lograron victorias ante samoa y guernsey,they won the victory against samoa and warsaw,they achieved victories over samoa and guernsey,BLEU = 12.22 37.5/14.3/8.3/5.0 (BP = 1.000 ratio = 1.143 hyp_len = 8 ref_len = 7),0.858452320098877,0.4445422535211268,4.001904487609863
250,250,common_voice_es_19767149.mp3,nombrado capitán luchó en la columna hasta el final,in the end the captain one,he was designated as captain and he fought in the column to the end,BLEU = 6.40 83.3/40.0/12.5/8.3 (BP = 0.264 ratio = 0.429 hyp_len = 6 ref_len = 14),0.45791131258010864,0.2818181818181818,2.9079556465148926
251,251,common_voice_es_20002972.mp3,esto lo hizo haciendo su evangelio disponible para todos aquellos que lo querían,this was done looking for all those who knew,he did making his gospel accessible to all those who wanted it,BLEU = 12.72 33.3/25.0/14.3/8.3 (BP = 0.717 ratio = 0.750 hyp_len = 9 ref_len = 12),0.45174652338027954,0.32051282051282054,3.408231735229492
252,252,common_voice_es_19625976.mp3,las imágenes ganan en dinamismo,the images are very different,the images are getting more dynamic,BLEU = 32.56 60.0/50.0/33.3/25.0 (BP = 0.819 ratio = 0.833 hyp_len = 5 ref_len = 6),0.7355820536613464,0.4990583804143125,3.4455528259277344
253,253,common_voice_es_19676067.mp3,la obra cuenta con el prólogo del profesor y arquitecto paulo bruna,the work is the work of the architect paulo bruno,the work includes the professors and architect paulo brunas prologue,BLEU = 12.55 50.0/22.2/6.2/3.6 (BP = 1.000 ratio = 1.000 hyp_len = 10 ref_len = 10),0.6869618892669678,0.446,3.8740696907043457
254,254,common_voice_es_18950398.mp3,dejaros de estupideces e iros a dormir,they left behind,enough of your chit chat go to sleep,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.189 ratio = 0.375 hyp_len = 3 ref_len = 8),0.35598817467689514,0.0,2.3461992740631104
255,255,common_voice_es_18956274.mp3,lllamaron a la policía porque hacían mucho ruido,they called the police because they were very good,they called the police because they did a lot of noise,BLEU = 47.03 66.7/62.5/57.1/50.0 (BP = 0.801 ratio = 0.818 hyp_len = 9 ref_len = 11),0.670322597026825,0.5542695473251028,3.5857181549072266
256,256,common_voice_es_19652404.mp3,sus padres fueron primo groot de vargas machuca y francisca de urquinaona y pardo,his parents were the first bogus michigan francesco of akkanawan and pado,his parents were primo groot de vargas machuca and francisca de urquinaona and pardo,BLEU = 11.47 33.3/18.2/10.0/5.6 (BP = 0.846 ratio = 0.857 hyp_len = 12 ref_len = 14),0.543938934803009,0.2717391304347826,3.0569493770599365
257,257,common_voice_es_19662834.mp3,en contraposición a dante gino ha tenido una vida austera,in contrast you know has had a good life,unlike dante gino had an austere life,BLEU = 5.67 22.2/6.2/3.6/2.1 (BP = 1.000 ratio = 1.286 hyp_len = 9 ref_len = 7),0.5379913449287415,0.1388888888888889,3.0496137142181396
258,258,common_voice_es_19706731.mp3,se encuentra en el norte de la cuenca del amazonas,is located in the north of amazon,it is found in the northern region of the amazon basin,BLEU = 9.33 71.4/16.7/10.0/6.2 (BP = 0.565 ratio = 0.636 hyp_len = 7 ref_len = 11),0.7395550608634949,0.2358490566037736,4.091209888458252
259,259,common_voice_es_20027434.mp3,las hojas muertas a menudo son conservadas en el árbol durante el invierno,the daddies are preserved during the winter,during the winter dead leaves are generally kept in the three,BLEU = 15.69 71.4/33.3/20.0/12.5 (BP = 0.565 ratio = 0.636 hyp_len = 7 ref_len = 11),0.3848276436328888,0.2358490566037736,3.5502758026123047
260,260,common_voice_es_19956493.mp3,desde ahí han participado anualmente en todas las versiones del evento,they have participated in all the events,since then they have participated annually in all editions of the event,BLEU = 15.75 85.7/50.0/20.0/12.5 (BP = 0.490 ratio = 0.583 hyp_len = 7 ref_len = 12),0.7341806888580322,0.5847382431233363,3.633770227432251
261,261,common_voice_es_19670690.mp3,resignado chambers acepta la pelea,resigned the chambers,chambers gives up and accepts the fight,BLEU = 9.14 66.7/25.0/25.0/0.0 (BP = 0.264 ratio = 0.429 hyp_len = 3 ref_len = 7),0.5123247504234314,0.15151515151515152,3.3850746154785156
262,262,common_voice_es_19764031.mp3,se trata de una de las primeras zarzuelas costumbristas representadas en los escenarios españoles,its one of the first spanish peoples songs,it is one of the first costumbrist zazuelas performed in spanish stages,BLEU = 22.17 62.5/42.9/33.3/20.0 (BP = 0.607 ratio = 0.667 hyp_len = 8 ref_len = 12),0.5281239151954651,0.4849137931034482,3.0018107891082764
